SubhaloID,SubhaloLen,SubhaloMass,x,y,z
000_3996,966,7988.82,43286.49119274069,6815.129359148551,10570.82247893213
000_2958,961,7947.469999999999,108512.5884739204,34493.635023738294,53780.97386755333
000_3538,961,7947.469999999999,96680.05702068158,89911.34949759365,80316.15917663892
000_4004,953,7881.309999999999,20412.08920432188,64550.88044743573,16304.254582568206
000_1588,953,7881.309999999999,56948.24591339848,74241.14976554303,61320.13455863064
000_3159,948,7839.96,98858.09623055116,78054.68370088344,75106.60477650317
000_1031,945,7815.15,26964.29029017857,83267.4056464947,107525.75452215609
000_1834,926,7658.019999999999,62612.634288944384,21162.4568625135,97607.02164889307
000_2685,916,7575.32,92080.07188182314,1124.863939926614,42709.580176207695
000_79,908,7509.16,75685.16652326542,18192.962572274228,45043.368762045706
000_4089,893,7385.11,2179.431273047094,85811.42050146977,46198.30264032755
000_2410,889,7352.03,80575.02721632452,64815.4262206482,34455.642158499715
000_3993,887,7335.49,103907.60806264092,40418.21313504087,63188.98410195885
000_4013,881,7285.87,14344.410556407844,85498.33972403519,52951.54377128263
000_3239,877,7252.79,104407.45690208096,33329.55162752993,67969.28598916762
000_3289,874,7227.98,65893.46935336814,55088.14675253862,53096.66325353976
000_2067,867,7170.089999999999,83872.31474372838,62090.83499134948,84809.01071402826
000_3829,865,7153.549999999999,13938.499231168717,103861.5246748555,60924.40020773121
000_1220,860,7112.2,66023.91220930233,45667.47652616279,105231.3477107558
000_3628,858,7095.66,62542.12317890443,51882.22546528992,48951.25942416958
000_4246,857,7087.389999999999,28245.65036327669,97291.06583649358,91472.35677691072
000_4123,853,7054.31,10370.47326187903,75826.25565101113,45574.22360419109
000_3800,851,7037.77,90868.87449507932,27506.56827445652,13387.989377157388
000_3008,850,7029.5,107802.2010569853,84955.92701286764,76498.53892463235
000_1138,840,6946.799999999999,30603.368466331845,75045.73709077381,100420.6652157738
000_1722,839,6938.53,60597.39954558999,2968.5093988320823,91776.3628203218
000_3312,838,6930.259999999999,32792.37737964275,99838.09600611575,64467.73103744033
000_1172,831,6872.37,57036.54744848075,40917.43164297533,110025.47373270156
000_3951,828,6847.56,17624.670990432518,57910.68029136473,102211.23316727052
000_3663,823,6806.21,86660.7832149909,117760.6837313943,81706.2434785085
000_3454,823,6806.21,70912.94281591737,107593.67074536756,110878.69492329891
000_3979,817,6756.589999999999,10095.483250219935,10797.274022003136,81149.39925986843
000_3986,817,6756.589999999999,60878.15344820992,95922.38239175336,91509.6166137546
000_2742,816,6748.32,87960.36756089155,36480.42842850031,87090.09462124694
000_3812,814,6731.78,28022.39753052058,49413.43641546376,105580.2797335688
000_1431,811,6706.969999999999,70094.05926325524,111855.43658484895,56169.46807086159
000_3359,793,6558.11,69919.51184189785,57508.86805938682,41520.50108862705
000_983,786,6500.219999999999,52938.94463660941,63791.0776975986,101296.26015823791
000_1535,775,6409.25,35509.9475,43588.17786794355,110199.54521169356
000_2266,771,6376.17,40106.29751844196,71696.73229774644,95902.99150859274
000_3777,768,6351.36,56049.41502888998,50126.038416544594,34054.85865275065
000_304,754,6235.58,105892.05843832892,65262.3439209632,103352.34737649203
000_1062,752,6219.04,97368.53823138298,16590.22724297706,70593.9034034242
000_3767,752,6219.04,103075.57826005651,104255.4844892786,115126.95347822474
000_3649,751,6210.77,28536.215631761817,96019.80030792276,74187.53423560254
000_4247,748,6185.96,28627.20346705799,95426.5746678643,90148.62317220922
000_2004,745,6161.15,16028.544329383389,77932.2378670302,114173.04058305368
000_1696,743,6144.61,30744.7634563215,10137.598405429846,92977.59973292396
000_742,741,6128.07,45927.59791982962,731.003461503146,18473.92659043944
000_4225,737,6094.99,20707.66959061228,62776.43959358039,22186.689264967776
000_707,733,6061.91,45921.01444726296,4686.217408392309,7687.67137872506
000_1030,719,5946.13,24311.890263712623,82287.09698800417,110988.26311500349
000_3869,712,5888.24,79517.51066537922,58701.65632680829,60694.899721295646
000_2019,708,5855.16,29088.31040066649,57624.84429069562,11920.766052590923
000_3866,702,5805.54,15715.72619941907,77760.0640357906,99642.16784633193
000_3006,702,5805.54,26121.087281316773,90053.8451522436,95926.12473290598
000_3109,694,5739.38,110487.2915278278,73779.65810743877,71519.97409717219
000_4113,690,5706.299999999999,13459.01125877491,7186.871703747735,84742.08461277174
000_3634,686,5673.219999999999,101622.57049471576,77611.64302797012,74234.49807534622
000_744,679,5615.33,103767.47530835788,11704.240106371964,90869.8160668262
000_3908,679,5615.33,28096.920080081003,91193.72870259572,61572.84359467047
000_3024,676,5590.52,26309.83858115292,52504.866725221895,104054.77899639423
000_3974,676,5590.52,19455.91515174279,99717.0531735392,40284.19866979475
000_2553,672,5557.44,86723.40900530134,75538.29999069941,79504.216796875
000_3163,672,5557.44,78347.04232933407,57010.7431001209,49460.95361909412
000_865,665,5499.549999999999,61354.281150140974,110296.45479323308,113998.04150610902
000_2423,664,5491.28,99338.66106221762,111025.26953125,83264.98949312877
000_2546,664,5491.28,9777.833212243506,56427.62364693148,6819.65430128718
000_3655,660,5458.2,68606.63905066288,88225.66174242424,14637.6713112571
000_2633,659,5449.929999999999,89538.35343560319,22847.27423179059,21847.0926208033
000_2737,658,5441.66,106742.36757931233,55160.83184128039,60954.61547183701
000_4033,656,5425.12,50772.491532488566,47042.61704458841,24870.59978503716
000_3119,655,5416.849999999999,8595.567894203245,116306.46716364504,42849.39147781488
000_2014,654,5408.58,32216.71433904339,117671.0213231078,42769.480038704125
000_3367,652,5392.04,28167.9946139283,101066.50422977375,92093.88764139188
000_3718,651,5383.77,71406.7360671083,98461.93502784178,87417.90098166282
000_1678,651,5383.77,65532.03814444124,71845.10858294931,40553.53961453533
000_2142,647,5350.69,76160.10881955178,62147.41583751932,22066.06656020576
000_1675,646,5342.42,1717.502043071546,52522.9907785894,52609.15115857198
000_4053,639,5284.53,15472.20787332502,60150.13629083529,14547.493258815042
000_2740,634,5243.179999999999,109696.38552346214,50443.21599590891,87626.77087440851
000_3646,634,5243.179999999999,28210.14533221609,119313.76186662068,34986.73746796136
000_3879,634,5243.179999999999,31031.9354513752,46544.5612615832,113660.2916502366
000_3785,631,5218.37,14982.063383703942,82681.00731725436,89284.17435122821
000_1676,626,5177.02,690.573077911767,50127.09687000799,52205.33271765176
000_2515,624,5160.48,81612.38998647836,98047.23111979169,80456.79513471555
000_2692,623,5152.21,69228.22989817416,94264.00716041333,85387.70301213884
000_3658,621,5135.67,75091.14197111514,107956.05670038244,83899.68148651368
000_2776,616,5094.32,105290.588233056,28696.300045657463,95422.1543856534
000_419,614,5077.78,90418.26535779724,92815.62539444218,40368.98637902077
000_3204,612,5061.24,90076.7789649714,36529.830269607846,66335.43809997957
000_2273,612,5061.24,108991.7156862745,103716.42574295343,112866.48871527778
000_3834,611,5052.969999999999,104294.31802373158,97487.85314801557,85027.51682692308
000_3275,607,5019.889999999999,104372.11266989291,36578.03320634267,57706.6894949547
000_3917,606,5011.62,58464.11589830858,101893.26469678218,46324.670862984734
000_3877,600,4962.0,39463.5003125,94874.120703125,87456.97205729167
000_1374,598,4945.46,75793.62720788043,109744.88807744563,31416.490247439386
000_2889,593,4904.11,72822.3975679806,35157.62606713744,20159.917589982084
000_1885,593,4904.11,16679.434552197512,24935.673782014124,91035.5589033516
000_1412,588,4862.759999999999,59425.8916746386,98213.85356877126,45180.33498751063
000_3203,582,4813.139999999999,104737.16396853524,57435.726408129296,62604.09238751074
000_1942,578,4780.06,37552.48626054282,12648.981511205126,67501.26789576125
000_3013,577,4771.79,95529.04703747832,38505.892405491766,69324.85498808492
000_3969,577,4771.79,103427.09786611784,75671.9572952773,73330.31197194541
000_3361,576,4763.52,106450.72612847222,24394.354637993707,99894.04709201388
000_1684,576,4763.52,70654.45604112413,5042.208623250325,38148.58208550347
000_2064,574,4746.98,14054.742554986931,73840.01791158537,106521.63810703396
000_1440,572,4730.44,65215.12961647727,90138.48229895104,22328.879384287586
000_3645,572,4730.44,28697.532305097247,117180.96980168267,35603.34570995411
000_3731,570,4713.9,94974.22648026315,63483.649396929824,82617.87399945175
000_3896,569,4705.63,66604.94734457381,53234.941639663884,32672.65315383348
000_883,569,4705.63,31382.275181239016,14690.785805003296,1934.1033066680852
000_1361,568,4697.36,39399.80384160431,76987.94832471391,35817.44499614877
000_1592,567,4689.09,70980.66160989858,5235.121658675044,90503.9419367284
000_1801,567,4689.09,50526.13716655644,2087.4649352489114,8888.246829185957
000_4044,567,4689.09,14318.488777281746,6559.050717523699,85777.15226796737
000_3734,564,4664.28,1288.43539688435,94800.1544908023,89390.12741023937
000_3670,563,4656.009999999999,22771.71241535302,89301.24256216697,90201.92541352133
000_226,560,4631.2,84208.39229910714,105342.59927455358,71156.34361049107
000_715,559,4622.929999999999,84018.28340228085,89018.13372093023,7241.536668262242
000_4151,557,4606.389999999999,96344.6033858842,41883.00011220826,93095.75085558798
000_3246,557,4606.389999999999,2148.6824997194794,56437.094584548926,87163.61048305656
000_3565,556,4598.12,96886.39114489658,22385.94352447729,11384.684096082508
000_3698,555,4589.849999999999,32219.966835585587,44909.71596987613,113296.22432432431
000_4036,555,4589.849999999999,9105.511766258443,80930.39838119369,87607.80679898648
000_3705,552,4565.04,14687.416013855864,99610.53358525816,56871.66446586277
000_2463,551,4556.77,107995.28877892467,95107.83412261796,82631.53295145191
000_2348,543,4490.61,93663.70488029468,90637.5063305709,81054.90662407919
000_2592,543,4490.61,44276.58398077809,15785.952871417472,56549.82826168278
000_2018,542,4482.34,17791.711924873154,78785.10251383764,111618.9848218404
000_3905,538,4449.26,66747.55175418216,89022.83959688662,15302.067624230369
000_3966,534,4416.179999999999,5913.053484170178,74730.34009246255,88355.13156893727
000_3559,534,4416.179999999999,21270.300865373363,87830.49170470505,65834.48136118914
000_3737,531,4391.37,8265.01867606815,12810.123331935616,81414.57271068738
000_2817,531,4391.37,8256.964335238641,74045.66891772598,102850.31583980696
000_2441,529,4374.83,5895.357745857456,58373.43956019612,11603.9393811289
000_3916,528,4366.56,16911.970965761127,86212.37924656723,21842.42898467093
000_3963,524,4333.48,1158.7270521790017,70829.30668535305,71170.4896230916
000_2852,524,4333.48,101683.9621898855,26803.92030951813,50168.21939855677
000_2524,522,4316.94,10100.071637033046,59289.70984494732,15514.363502005508
000_3999,522,4316.94,19099.896570432236,63308.4279738386,26428.82895563937
000_3867,522,4316.94,18779.25026939655,3773.898896783705,88215.28350993774
000_2071,522,4316.94,103463.91169779694,24795.58188906849,11674.969799524066
000_2153,520,4300.4,19679.47157451923,115192.81149338942,78351.10775240384
000_1638,519,4292.13,69187.6885085501,88507.89812138729,5631.755680620785
000_1178,517,4275.59,68361.12200797872,44432.97402381528,102253.17326523212
000_139,517,4275.59,110918.17303856384,74459.95838370406,21893.69995919971
000_3956,515,4259.05,2352.291632376365,83879.63563410194,83606.04208131068
000_1717,515,4259.05,64519.52644872573,11955.460243476942,93603.1401243932
000_1612,511,4225.969999999999,97252.0166646282,19404.570530363257,72387.08232937867
000_3106,511,4225.969999999999,9086.089329669154,71087.14105308219,87886.38154354207
000_2666,508,4201.16,9026.822803887797,45927.05280358022,98715.17667322834
000_3958,506,4184.62,103848.04997838438,75795.44640872035,72042.45885313734
000_3117,504,4168.08,101255.91998387896,34506.19056144593,56813.40432787698
000_1990,501,4143.27,71865.9546375998,17163.883713042665,94086.48125623752
000_3070,501,4143.27,93742.97079278942,68922.63993887225,80288.29364708083
000_3635,499,4126.73,61542.47970159068,61503.99635207916,67165.90305611222
000_808,499,4126.73,80238.66465743988,3794.3122661338302,111186.73395227957
000_3443,498,4118.46,15522.6528163435,60085.901276982935,100093.05242846384
000_4208,491,4060.57,46852.83361443483,49546.36835698829,26349.106355810844
000_4066,491,4060.57,15764.922336430753,88862.12953475051,53549.575165478615
000_3657,488,4035.76,9158.32370045146,63767.637351114245,77424.89211385758
000_2325,487,4027.49,6520.759850848627,34594.176799923,65339.9419837654
000_3046,486,4019.22,13256.607494212964,78556.10757458847,61485.49567579733
000_2797,485,4010.95,62690.16608408505,95215.63748389175,51114.32716655928
000_1093,485,4010.95,42828.2082876933,72988.34181701031,95955.46527061856
000_1970,484,4002.68,84850.63286092458,6403.167502663352,14510.411717942923
000_3755,484,4002.68,20264.42274260718,54979.00688436209,104768.14884103824
000_1935,483,3994.41,49510.73396253882,11771.562287703804,81523.7854393116
000_1686,482,3986.14,53761.27400479772,34900.89238362292,113416.74252787862
000_2953,482,3986.14,91623.34198327284,59313.31335094658,60306.019709543565
000_1420,482,3986.14,62178.43139749741,92514.5445247666,28828.283361157937
000_515,476,3936.52,73446.38287815126,29427.223325072217,36683.478129923846
000_564,474,3919.98,12675.331852007515,15114.73903324433,27446.63833811313
000_3929,474,3919.98,8953.7013305149,17342.413250758174,84776.09493670886
000_207,472,3903.44,43362.63739737818,70727.91535354873,90487.02967756886
000_3924,471,3895.17,22899.53858976911,85285.09688495223,98714.67219015391
000_2960,470,3886.9,97033.2047706117,37433.42619680851,80528.36409574468
000_2119,469,3878.63,58533.65394289712,104727.30433768655,76432.3568097015
000_2182,469,3878.63,112170.42114205756,115277.32619269723,74543.28383195629
000_2011,469,3878.63,18851.40947328092,72932.98259261728,113786.69213086354
000_1048,468,3870.36,89016.45272435897,29124.867462940707,75772.08757345086
000_3693,467,3862.09,8026.381206504283,73874.11850910065,97264.98427462528
000_867,466,3853.82,42272.10778232296,5584.616422595896,32812.14434264351
000_2352,462,3820.74,82996.23904220779,62923.91754599567,39407.71123342803
000_3688,460,3804.2,21186.31865234375,94029.78885869564,66406.54055706522
000_1950,460,3804.2,41377.715862771736,37110.46176970108,112994.16375679348
000_3521,459,3795.93,14951.994221473313,82321.58302696078,59413.8326439951
000_3750,456,3771.12,80171.10884388706,41828.42238898026,68181.04000479715
000_3846,454,3754.58,40424.05365501101,97698.5856965859,60720.42305375826
000_1577,454,3754.58,53118.57540611234,20355.6687043984,17708.33452212968
000_929,453,3746.31,56473.83736030629,61382.97194915839,110103.66037182671
000_1171,452,3738.04,71995.78002281526,43803.731678650445,99817.224194552
000_2439,452,3738.04,19252.07483666344,78307.0141039823,2116.156609729328
000_3309,451,3729.77,59142.66921597838,52223.60558134701,33722.03504365299
000_511,447,3696.69,72951.00550545302,407.9958476145529,40888.30550894854
000_3686,445,3680.15,14956.202080407304,96291.06616924156,51232.04050210674
000_3815,445,3680.15,10433.618023613062,108149.88353230336,46307.5884568118
000_2709,445,3680.15,83419.09480337078,35025.17764220505,87486.47273525281
000_2541,444,3671.88,82311.61023719031,73895.00434614302,78354.23495565879
000_192,438,3622.26,49515.11703588756,117090.8566994863,69640.79830194064
000_2157,438,3622.26,8782.695068359375,52297.25389733162,56237.21596746575
000_2607,437,3613.99,26095.506619171912,107593.473201516,36103.8785576373
000_1501,436,3605.72,42670.89710256594,92536.51037485665,109439.42372061351
000_86,434,3589.18,53987.41919282834,9837.080820672523,46597.55635260657
000_2218,433,3580.91,104128.69969688222,108161.71441974596,96206.07567118938
000_2300,432,3572.64,101733.25464771411,90763.64637586806,81170.2638708044
000_3002,431,3564.37,85981.80921911253,44400.18530669954,93356.36706061484
000_3098,431,3564.37,14089.613573539007,99550.89283642692,66477.01885150812
000_3739,431,3564.37,57374.25333526682,100565.24728103248,46554.961000942574
000_1533,428,3539.56,29503.749575606016,37652.441670925815,109626.83405738902
000_3394,427,3531.29,18655.012638136708,80965.33491290984,19469.45285513027
000_3884,421,3481.67,70519.54860080166,27070.133972312942,93338.46973352136
000_1152,419,3465.13,76534.72027893795,41028.5147673031,105350.41829504773
000_1203,418,3456.86,51967.00364458732,51505.89507326555,82910.1868458433
000_3651,415,3432.05,1443.0981099691735,45067.410805722895,72532.47889683735
000_3475,414,3423.78,14929.412819387831,76869.2462258454,43984.94331219807
000_782,414,3423.78,86681.55444217996,46927.79637492452,76370.56042421497
000_1647,413,3415.51,67740.3749432506,85104.62341101695,51169.73663551756
000_107,412,3407.24,63081.23299074636,3755.27540840223,56401.76148172027
000_706,411,3398.97,30476.797687614053,18166.33980573297,1315.1864823018836
000_1669,411,3398.97,35032.05039157542,41554.33776231752,112551.10511709246
000_690,411,3398.97,21435.56809800791,2787.682528679098,33204.3586526764
000_1080,410,3390.7,56066.16469131097,85999.1582507622,91452.0808117378
000_3936,408,3374.16,11508.807969037223,7674.940233417586,85237.19393382352
000_3729,408,3374.16,25296.94308651195,67899.81294041054,96811.51491651348
000_2268,405,3349.35,64369.8825617284,33665.457320601854,95095.12839506172
000_3286,405,3349.35,58495.56904899691,53102.712934027775,42832.56766010803
000_3753,403,3332.81,75619.91743563896,51228.59388570099,64346.6074751861
000_2043,402,3324.54,65863.71739933146,80538.13549440299,50880.32438393968
000_3464,402,3324.54,93649.94270833331,77874.34973569652,77426.50998911691
000_3719,401,3316.27,564.2922110236494,84905.59435395885,85179.56246103492
000_862,400,3308.0,66866.565,96184.6752734375,110874.1087890625
000_3253,399,3299.73,104380.93697133458,35641.532473762534,67042.11248825188
000_1544,399,3299.73,40727.65752271303,42696.0508889411,109268.24892308898
000_3850,398,3291.46,29651.0055305826,84328.25512327261,70789.11359532035
000_1961,397,3283.19,47054.66043175378,12845.128714381295,48828.84328754723
000_181,397,3283.19,95351.92195371535,78324.99624134132,7892.423712511807
000_3748,394,3258.38,110810.56819083124,76683.374504283,68658.78396652918
000_3014,392,3241.84,100960.92928890306,47380.54342713648,77606.81995376275
000_2331,391,3233.57,70297.85190217392,116223.72520380437,88193.58883471867
000_2068,391,3233.57,83593.04587595908,58735.39001558504,86510.04967231458
000_2761,391,3233.57,66951.49506473786,101813.93720028772,98432.14316256394
000_596,389,3217.03,51071.0211781009,17124.326480659543,16292.025664263336
000_1693,388,3208.76,59838.91052875322,29650.359229019006,107160.13216817012
000_3572,387,3200.49,44980.71132105943,15131.450482982074,54291.21196705427
000_1483,386,3192.22,19880.275426044365,26795.66360710816,94998.35925356216
000_3788,385,3183.95,14681.28271864854,77656.92782061688,91524.09736201298
000_1472,384,3175.68,58580.3576558431,221.95958997282045,100104.7090657552
000_3673,384,3175.68,78772.41408284505,59291.77587890625,62221.26930745443
000_1614,384,3175.68,48491.00551350912,83090.18412272136,34450.869791666664
000_1994,382,3159.14,39097.23135839332,14807.290292150688,63958.51388661649
000_1971,381,3150.87,1493.6174117761648,41387.785012713255,78112.67663221784
000_2991,380,3142.6,23208.708372738485,88334.53458059211,87086.44148848685
000_1739,379,3134.33,71552.95164083113,21792.752633369066,95428.36349769129
000_3806,378,3126.06,19554.347904265876,79462.40081431878,89769.39027364418
000_854,378,3126.06,22866.081664393187,65217.03035094246,46011.13714244378
000_257,378,3126.06,26925.94803034061,70852.40027695106,113827.44305968916
000_574,376,3109.52,8624.767218407163,11685.01141487284,31798.932819772275
000_1332,376,3109.52,53763.53330701463,92363.02950465426,23231.41672726895
000_1335,376,3109.52,51918.54000789561,70975.68540142952,25387.604206491025
000_3617,375,3101.25,71132.11814583333,87543.52420833333,13935.386161458331
000_2056,375,3101.25,53971.238,31229.442588541668,111767.79433333334
000_1441,373,3084.71,64530.789628016086,90448.93825402144,24366.531763153485
000_1723,373,3084.71,61828.73242711126,1205.281740326664,92147.88287533513
000_3048,372,3076.44,86828.6491935484,59584.54150915659,6492.5526687458
000_2611,371,3068.17,85845.83987533693,114488.04624326146,83325.73902880728
000_2967,369,3051.63,18908.759935001694,62539.563145748645,15232.468683837227
000_3773,367,3035.09,21873.50943566928,91326.80885984332,45735.07300536445
000_2694,367,3035.09,10723.333257940223,23724.84682071696,85932.7681794959
000_1508,364,3010.28,29228.67687585852,42458.70851219093,107438.0896505838
000_773,364,3010.28,92860.31644917582,21589.17404811985,2717.245583335122
000_917,363,3002.01,56645.899384469696,73321.42150912534,84275.5054665978
000_3852,363,3002.01,85321.60584538568,42962.37662491392,65146.4651773416
000_1193,363,3002.01,82103.34521349863,42173.360903064735,96039.79190340907
000_3012,362,2993.74,70597.4336153315,36420.96739036602,89310.3414191989
000_3237,361,2985.47,79914.44509608726,45699.473998009,65038.18742425554
000_1655,361,2985.47,64144.92646295014,86785.46853358726,63546.42102016967
000_2137,361,2985.47,108023.54066395428,96567.83671658588,97758.15107773546
000_1936,360,2977.2,57417.950607638886,13708.380449761284,75252.88248697917
000_2978,359,2968.93,39453.65343184192,40181.08949556058,27406.59582825557
000_3901,357,2952.39,51747.61800814076,47743.367811186974,26981.15894717262
000_3978,356,2944.12,12145.0166893434,7497.547147943733,82631.22338044242
000_2442,355,2935.85,12314.353342319542,56353.30952904929,25874.313600352118
000_3140,354,2927.58,75099.27361405367,34644.50105932204,84959.32101871469
000_2738,354,2927.58,102034.48598605226,69128.33061882062,69698.85317355226
000_3998,352,2911.04,15855.345658735796,6394.668588811701,86288.85407049005
000_4236,350,2894.5,28354.388643973216,96734.73948660714,89625.64229910714
000_3552,349,2886.23,26135.92875850645,90012.71402668337,61621.098003223495
000_2427,349,2886.23,64837.5698088288,85821.42243463467,80828.97499552292
000_197,348,2877.96,104123.57980872843,84682.60165229885,114529.00157147988
000_1447,347,2869.69,61975.469988292505,52688.49101675072,16179.294125427774
000_3260,347,2869.69,39311.142133465415,93591.20175162105,83325.46026206772
000_1496,346,2861.42,62648.33920023483,73642.27526643786,80836.03332731214
000_2987,345,2853.15,21466.84110054348,98615.66890851448,62705.21845561594
000_1984,345,2853.15,46702.0239696558,9950.938046308876,80775.70647644928
000_2906,345,2853.15,8761.00740772192,63875.33652626812,79774.66700634058
000_3622,343,2836.61,53487.821975218656,46730.28982552842,21699.15922808856
000_907,343,2836.61,109691.30580357143,19677.90889212828,101986.0365114796
000_2965,343,2836.61,22879.630062181124,61819.586438593295,17669.47156864978
000_1303,343,2836.61,49366.29469979956,88793.50840470116,27892.793270544826
000_1943,342,2828.34,45982.97979486477,20769.303705226608,56751.985974049705
000_2061,342,2828.34,104925.70346765353,28006.05548702485,13424.9420344481
