SubhaloID,SubhaloLen,SubhaloMass,x,y,z
000_3110,128,1058.56,108876.38244628906,78031.1146850586,71632.14569091797
000_298,128,1058.56,111284.47290039062,64811.395111083984,101665.01751708984
000_2453,128,1058.56,10716.431663513184,59006.56314086914,23749.24951171875
000_2455,127,1050.29,1613.6179799958477,91493.562746063,89611.80265748031
000_2668,127,1050.29,20338.473901943897,62341.57141978347,100739.80868602362
000_568,127,1050.29,69293.91529281496,2864.969620832308,12799.284195066435
000_3280,127,1050.29,5584.695051058071,83254.51279527559,87304.10968257874
000_2494,127,1050.29,23484.579232283464,56692.46253690945,13700.457615649606
000_1015,127,1050.29,99855.62106299213,23285.355853223424,71597.74501722441
000_3103,127,1050.29,21952.59602608268,55719.76571727362,103501.46216781496
000_183,127,1050.29,43895.4460199311,111001.73849655512,67138.62001722441
000_3278,126,1042.02,93826.25241815476,38278.0326140873,87107.01692708333
000_2748,126,1042.02,109123.07564484129,27978.37236483135,67705.98530505953
000_868,126,1042.02,38254.714936755954,6185.25910295759,35865.71667286706
000_905,126,1042.02,105242.01122271824,19169.403211805555,104284.02938988096
000_2641,126,1042.02,8993.395864335318,47335.68536086309,93650.11383928572
000_2724,126,1042.02,105835.32198660714,46622.80921378968,89465.7398313492
000_2031,126,1042.02,30616.181981646827,93389.87859623016,41241.80456349206
000_1433,126,1042.02,9302.970966641866,81850.57601686507,16309.90066189236
000_2039,126,1042.02,102977.54743303572,21069.94836619544,3875.267589750744
000_3466,125,1033.75,95193.24275,22200.544640625,30869.832859375
000_88,125,1033.75,77516.0999375,15008.8630390625,45725.362
000_2361,125,1033.75,60270.62209375,104591.0294375,104099.9525
000_3530,125,1033.75,18345.473484375,68429.7195625,17664.89521875
000_136,125,1033.75,111399.15975,76788.2018125,31724.6915
000_2875,125,1033.75,29191.220953125,94714.420625,98485.7735
000_1858,125,1033.75,211.2112456283569,64505.0874375,68655.3785625
000_2404,125,1033.75,82963.081875,106752.7260625,84608.3450625
000_1449,125,1033.75,540.4253099365235,101254.741625,73926.8966875
000_3311,125,1033.75,60033.31321875,56020.55525,53672.09653125
000_313,125,1033.75,66761.1121875,87297.1735,77530.5879375
000_1262,125,1033.75,48416.29015625,92644.1041875,52254.88875
000_372,125,1033.75,31844.9218125,18222.768421875,36689.01884375
000_2640,125,1033.75,41271.5273125,100718.78825,55364.9854375
000_866,125,1033.75,43581.5578125,5991.29279296875,33538.74034375
000_3039,125,1033.75,104637.693375,47310.80715625,76716.8605
000_3038,125,1033.75,96102.8565625,34787.163875,65890.4629375
000_3623,125,1033.75,52878.24075,47410.97434375,22880.908203125
000_1288,124,1025.48,70995.251953125,69441.01071068548,47491.31656376008
000_1597,124,1025.48,74269.060546875,90686.28011592742,72915.1636844758
000_3188,124,1025.48,7375.905604208669,23368.952085433462,82020.68781502017
000_1277,124,1025.48,45079.01603452621,26065.6882875504,92395.61221018144
000_3512,124,1025.48,16094.122424710182,85561.25882056452,58604.39913054436
000_2559,124,1025.48,106325.93195564517,79236.47750756048,77970.48481602823
000_3803,124,1025.48,3296.609032415575,60366.95158140121,55197.17688382057
000_2812,124,1025.48,21787.85866620464,97994.0422127016,38799.03137600807
000_2868,124,1025.48,2139.252188405683,68488.15965221774,75114.6535408266
000_1667,123,1017.21,83189.19620172764,105612.15866361788,78790.57920477643
000_3324,123,1017.21,78267.5784425813,48077.94791666666,64598.924225101626
000_1672,123,1017.21,69140.13700457317,27708.58087207825,93342.29071392276
000_2536,123,1017.21,7715.196249364837,56971.10470655488,6670.510984343242
000_2062,123,1017.21,54049.68683307927,56209.69674161585,79578.75730436992
000_2435,123,1017.21,81547.96017530488,111076.7696265244,83320.56370680894
000_2981,123,1017.21,109575.534425813,46339.90278836382,77929.61661585367
000_4121,123,1017.21,35509.610454776426,95039.1596163618,87495.21932164633
000_1540,123,1017.21,29769.33322217988,27047.42395515752,101301.79103150406
000_2597,123,1017.21,89531.50705030488,26721.387068089432,14993.766617441564
000_3516,122,1008.94,13143.101754610656,98366.25275358609,57815.5021772541
000_2846,122,1008.94,75656.03566854508,97237.51293545082,84823.06397284837
000_1945,122,1008.94,36079.38057120902,56261.45162013319,33315.56214779713
000_4083,122,1008.94,91099.2560835041,20537.136766777665,32443.585361168032
000_722,122,1008.94,37568.17728611681,16178.90757076076,1883.9494618900487
000_3003,122,1008.94,16564.034571913424,60233.77465420082,12238.876312756149
000_317,122,1008.94,19753.138015496927,3247.7683265560963,73002.75211321721
000_1869,121,1000.67,62601.05249225206,86164.36731663223,59918.604952221074
000_1275,121,1000.67,39489.44760459711,25833.106905346074,100890.04984504131
000_4136,121,1000.67,21284.75012913223,62020.78896565083,20007.0612732438
000_4049,121,1000.67,5815.630778667355,79686.26936983471,89644.96597365703
000_2215,121,1000.67,85056.88016528926,113439.2549070248,76870.57541322314
000_639,121,1000.67,82782.51091167355,116885.23405216944,25622.42384426653
000_2258,120,992.4,63566.31533203125,96052.09830729169,83511.81901041667
000_3065,120,992.4,45519.68694661458,16398.050423177083,53923.90166015625
000_2159,120,992.4,74392.959765625,115446.55045572916,74008.27890625
000_309,120,992.4,25616.94801432292,80449.25716145833,37260.45791015625
000_2373,120,992.4,81984.53046875,59997.67373046875,43357.47109375
000_684,120,992.4,39069.02542317708,80422.0091796875,49430.84241536458
000_1095,120,992.4,98873.54720052084,93211.55618489585,99892.27265625
000_1673,120,992.4,31920.326236979166,53549.69124348959,37817.93505859375
000_857,120,992.4,67637.13815104167,91741.79225260417,112943.10423177083
000_1607,119,984.13,105539.60957195378,32612.183839942227,84974.81328781512
000_2288,119,984.13,107576.02153361344,115286.37119222688,77941.79746586134
000_1076,119,984.13,35929.518119747896,5768.87237394958,30087.502773765755
000_3591,119,984.13,101239.19262079832,24889.492220325632,48388.46911108193
000_1050,119,984.13,49059.08948266807,78378.01759453781,95209.58797268909
000_3123,119,984.13,8058.7658055409665,73539.82759978992,85213.97268907563
000_2572,119,984.13,89210.28381039915,24740.121077337182,19202.139919248948
000_1148,119,984.13,70131.63556985294,36720.41242121849,114392.3618697479
000_3353,118,975.86,10031.416181144068,84050.03800317796,78423.02727754238
000_3851,118,975.86,84837.20107256356,42914.63870497881,64365.81600900424
000_980,118,975.86,55962.8698689089,86629.97285487287,46479.842392743645
000_498,118,975.86,75809.52337129238,8881.016047073623,35471.49493511653
000_2915,118,975.86,49318.71689618644,94601.67657574153,90084.28065413136
000_577,118,975.86,41838.43650688559,31925.25185381356,16493.186895855404
000_1222,118,975.86,49138.44749735169,45580.67657574153,81088.76370497882
000_2403,118,975.86,93237.30733580508,59504.58746027543,85455.36109639831
000_3052,118,975.86,100500.08527542371,32508.13660288665,71779.80051641949
000_170,117,967.59,38839.43245860043,115054.26776175214,63397.07922676282
000_237,117,967.59,19788.22716346154,98929.32905982906,11537.78776459001
000_234,117,967.59,61665.49335603633,1143.8764977088342,44762.479066506414
000_186,117,967.59,53413.98197115384,112234.72415865384,107540.16372863248
000_3079,117,967.59,65475.08617120727,48470.38551682692,50100.599592681625
000_499,117,967.59,24412.621060363246,15996.375817975428,35576.44537927351
000_1899,117,967.59,17211.325136885684,86267.65598290598,14647.49464977297
000_143,117,967.59,38656.35366586538,98828.0579594017,113068.88301282052
000_131,117,967.59,50194.109174679485,98852.84728899572,102769.59021100428
000_1492,117,967.59,14674.220511151176,25626.319277510684,88218.59114583333
000_3563,117,967.59,101019.48811431623,66258.79153311966,68306.82258279914
000_3592,116,959.32,100744.91217672414,25294.69596915409,48977.80637122845
000_1506,116,959.32,71966.1988820043,34111.55660695043,4434.980860216864
000_68,116,959.32,15336.639968345906,4672.024660307786,58039.0434065194
000_3801,116,959.32,11096.374974744072,10785.540687297953,82377.12789601293
000_1731,116,959.32,18412.669938712286,61981.67106681035,87518.36206896552
000_3147,116,959.32,97941.92759967672,32797.1572265625,67315.6651400862
000_2486,116,959.32,37810.8695783944,49667.99898976293,22166.183543238145
000_3424,116,959.32,2849.335118787042,90558.2320851293,49886.51276266164
000_2437,116,959.32,88684.29216056035,6867.717154667295,43495.30017510776
000_3639,116,959.32,21758.032782192888,90280.51131465516,52860.12685210129
000_3182,116,959.32,96738.4502963362,6762.3864198882,42282.19120420259
000_2781,116,959.32,21035.66379310345,59241.68733162715,21875.94430226293
000_1421,116,959.32,66194.70319234914,115428.81593480604,57179.09381734914
000_3034,116,959.32,78996.2176724138,75263.26879040948,76429.71827855603
000_2631,116,959.32,87410.98484644397,117618.20406788791,79671.23040140086
000_2711,115,951.05,22296.42931385869,85545.34198369565,43688.72639266304
000_404,115,951.05,92908.81854619565,89233.4171875,40740.12160326087
000_2107,115,951.05,84670.72914402174,64783.99463315217,84298.63763586957
000_218,115,951.05,110586.2492527174,60659.57010869565,115467.62323369565
000_1779,115,951.05,79095.02615489131,76437.17894021739,84167.85414402174
000_1677,115,951.05,66251.14945652174,70381.22724184782,40245.31667798913
000_2372,115,951.05,81448.33118206522,59086.39823369565,44501.27044836956
000_3684,115,951.05,66227.00815217392,99357.36107336955,94416.09646739133
000_3214,115,951.05,27451.486073369564,94482.30774456522,66272.82792119565
000_1146,115,951.05,85831.37778532608,4696.504131283968,22958.38960597826
000_1973,114,942.78,45362.82291666666,17853.685375548244,53789.53700657895
000_4068,114,942.78,651.0225388376336,30942.376747532893,63822.84344161184
000_1242,114,942.78,47076.79348273026,61611.60800438596,62506.66190378289
000_2687,114,942.78,73151.55756578948,39054.33278508772,29967.824698464912
000_1517,114,942.78,20676.36996299342,104771.7188870614,61298.98317571272
000_840,114,942.78,74176.24664199562,103828.61472039472,105703.61513157896
000_1932,114,942.78,17583.87529125548,87969.25116502192,5651.044926158169
000_1938,114,942.78,15282.301526521382,90224.81181469298,7433.463567365679
000_62,114,942.78,53632.11451480263,7828.582232558936,42833.0254591557
000_1555,114,942.78,55732.48194216008,77447.4373629386,93543.44209155702
000_4160,114,942.78,104252.03063322368,44162.50185032895,67343.37328673246
000_4214,114,942.78,20300.78380276864,62945.34272203947,22699.724026864034
000_2984,114,942.78,18915.218818530702,59232.82843338816,13064.048014322916
000_2457,114,942.78,47340.03889117325,93132.56983278508,105269.37966008772
000_3840,113,934.51,11432.15694137168,7667.994568411228,81387.3904175885
000_1718,113,934.51,66390.20347068584,13797.837873340708,94081.76624723453
000_3820,113,934.51,99791.92519358407,82213.10882190266,75527.63060011061
000_118,113,934.51,33601.45713495575,4754.037009990321,105189.67768252212
000_2154,113,934.51,20602.258763136066,103805.37548396018,79303.50096792035
000_2092,113,934.51,91292.84437223453,95692.8719579646,90903.5501244469
000_2946,113,934.51,61602.18667035399,97486.6187085177,85614.31042588495
000_1271,113,934.51,61513.0546875,73465.96619192477,38324.74668141593
000_2302,113,934.51,27196.664615597347,115806.53000553098,31809.688312361726
000_2306,113,934.51,55526.77665237832,12914.200117533186,73689.36663440266
000_2303,113,934.51,5131.550487417036,103219.99792588496,37408.129113661504
000_2837,113,934.51,8132.30668383573,59676.035121681416,78110.3548119469
000_1358,113,934.51,55023.29117118363,106733.83296460177,51953.12389380531
000_2673,113,934.51,61312.94036919248,30300.913077295358,84199.20665099558
000_3664,112,926.24,24603.00505719866,88573.32672991071,62175.5770438058
000_2686,112,926.24,73795.2160295759,38035.436767578125,30098.027675083704
000_3164,112,926.24,78134.18094308036,36792.54914202009,83462.0583844866
000_1503,112,926.24,2634.2327161516464,94406.40638950892,78412.65883091518
000_2699,112,926.24,10118.432250976562,77516.54924665179,112136.57875279018
000_1641,112,926.24,9007.557416643414,112436.34542410714,31200.64786202567
000_370,112,926.24,4386.650850568499,118443.86083984376,112465.65373883928
000_2322,112,926.24,12894.727608816964,4528.570818219866,83203.4734235491
000_842,112,926.24,56656.0838797433,100837.50969587054,109684.1089564732
000_1645,112,926.24,60632.32477678572,81605.64215959821,60549.70064871652
000_3711,112,926.24,18226.82625906808,97886.38504464286,39733.96432059152
000_1419,112,926.24,64079.525669642855,91462.99400111608,30106.959838867188
000_241,112,926.24,73252.4091796875,103961.22446986608,66657.6296735491
000_2537,112,926.24,80865.14662388393,24361.213936941964,81519.5470842634
000_3690,112,926.24,99753.62046595982,47829.07045200893,82314.31110491071
000_1465,112,926.24,62073.6154436384,48763.267822265625,15612.974975585938
000_20,111,917.97,75869.90230855856,109789.76076858108,13545.132953265766
000_3169,111,917.97,6559.559126020552,75677.96762387388,81507.28089808559
000_3269,111,917.97,12653.154974310248,89162.91082488738,42503.29750844595
000_485,111,917.97,2909.360567110079,29490.224732545044,12971.078899211712
000_1583,111,917.97,10368.694124788852,18838.32810740428,93346.1895411036
000_3763,111,917.97,100567.52583051802,79892.7841356982,76793.66173986487
000_1707,111,917.97,62698.56274634009,7711.667880771396,92980.33150337836
000_1057,111,917.97,87254.99070945945,10088.149088541666,24000.68292511261
000_1069,111,917.97,55576.05947353604,80950.77202984234,93125.55778434683
000_3149,111,917.97,26782.850207629504,85334.58319256757,69824.78582488738
000_2962,111,917.97,108118.92286036036,28022.05861134572,71806.56974943694
000_2480,111,917.97,98617.25182995496,42765.92849099099,77186.79272240991
000_2054,111,917.97,45021.19517173423,98457.92208614864,92460.98979448198
000_2460,111,917.97,29797.595351210584,96137.54328547296,80220.02927927928
000_67,111,917.97,81843.06763795044,108737.98198198198,53256.23733108108
000_2147,110,909.7,3571.8407648259945,35698.87535511364,55633.81700994318
000_1189,110,909.7,48526.94346590909,47513.89161931818,78527.70355113636
000_1216,110,909.7,102589.74524147729,82166.93544034091,84069.92080965909
000_2378,110,909.7,80173.09026988636,60260.14634232954,25532.98064630682
000_444,110,909.7,27012.39618252841,5897.874471768466,38395.477130681815
000_2616,110,909.7,88841.1723721591,22606.13270596591,23865.9908203125
000_224,110,909.7,64539.197301136366,106283.8784090909,63051.494815340906
000_3277,110,909.7,102961.94758522727,43878.126953125,63565.925213068185
000_1425,110,909.7,65833.9596590909,90057.25646306819,18644.560582386363
000_2148,109,901.43,5766.319573358658,40220.73978641055,46500.80142631881
000_1908,109,901.43,20315.435851490827,118337.54436639907,65464.76845613532
000_1392,109,901.43,69557.15961869266,96121.8208858945,21094.723856794724
000_4080,109,901.43,5501.895489893922,76848.7325114679,87687.89463876147
000_677,109,901.43,24826.12766986812,394.2416788503664,29809.545298165136
000_3314,109,901.43,9414.014531966744,82023.04121272935,76168.61525229357
000_1787,109,901.43,110284.24362098624,60727.96158256881,59234.63424598624
000_985,108,893.16,44447.44241898148,78519.15805844907,103138.09729456018
000_1575,108,893.16,52934.61331741898,77819.26215277778,72138.33333333333
000_3062,108,893.16,37092.377640335646,79899.71961805556,70485.04535590278
000_3385,108,893.16,63689.66666666666,38852.24779369213,16109.84021448206
000_456,108,893.16,12519.892957899305,30527.82024016204,23544.005859375
000_1897,108,893.16,15686.888545283566,84706.88136574074,518.3755449365686
000_4152,108,893.16,29987.0158239294,95259.5910011574,88967.28153935185
000_1029,108,893.16,23989.72781032986,82403.9113136574,112812.41464120372
000_328,108,893.16,85960.62688078704,79776.87094907407,107227.38802083331
000_3201,108,893.16,34047.48922164352,57260.39283130787,33800.9615162037
000_2419,108,893.16,83937.11516203704,110235.74587673612,83505.7726417824
000_199,108,893.16,103942.30649594907,92472.6652199074,112064.11299189816
000_3118,108,893.16,105830.9757667824,30869.22732204861,70344.93627025464
000_908,107,884.89,111384.87076518692,18439.29503139603,103564.00138726635
000_2954,107,884.89,93570.64120911216,59510.61123685748,61386.77124707944
000_426,107,884.89,74405.17625584113,78302.32834404205,17038.39128212617
000_269,107,884.89,13082.917904862734,16297.09679833528,109403.1972838785
000_2982,107,884.89,104593.19932827105,41110.66161653037,90406.91355140189
000_233,107,884.89,61377.45334404206,959.9447512047312,43824.303154205605
000_2710,107,884.89,22385.40902453271,86833.9878796729,44513.7515332944
000_3717,107,884.89,72374.51949474298,97456.91158002336,87399.64595502337
000_3715,107,884.89,12092.320367260514,63233.9371349299,36230.94038405374
000_3525,107,884.89,20533.430125584116,90202.70458528036,66550.28526577103
000_1964,107,884.89,28270.96004307827,16212.97691844334,65681.9811988902
000_179,107,884.89,87698.93049065421,72447.90727219626,3213.973719516647
000_2201,107,884.89,85703.12514602803,14328.31469042056,42723.7507666472
000_3271,107,884.89,21402.680289865653,84245.16617990655,49731.9124926986
000_3044,107,884.89,33215.12109375,86388.0882739486,73212.63230140187
000_2165,106,876.62,77253.18344634434,64559.56349498821,17968.342275943396
000_2440,106,876.62,5154.462029223172,59351.8981795401,13828.173330630896
000_2173,106,876.62,3427.685153025501,21715.7739165684,68341.93300412736
000_2672,106,876.62,22911.90099867335,113978.984817217,92945.68469929244
000_2768,106,876.62,89133.11563974057,19654.45395415684,38135.01525648585
000_1476,106,876.62,22070.419534935143,30282.387455778306,95264.02505896226
000_3056,105,868.3499999999999,18934.92375372024,75019.12611607143,18488.83353794643
000_3316,105,868.3499999999999,14588.830654761903,99096.00535714286,51890.27756696429
000_1601,105,868.3499999999999,106068.22797619048,32848.686532738095,82224.71919642857
000_2292,105,868.3499999999999,90692.99970238096,1689.2032249813988,50971.775297619046
000_1236,105,868.3499999999999,20800.15703125,29589.082961309523,109674.92514880952
000_728,105,868.3499999999999,28742.73119419643,14197.243991815476,859.6545247395833
000_1784,105,868.3499999999999,112085.31741071428,66680.17328869048,60486.21715029762
000_3471,105,868.3499999999999,24269.18091517857,92060.68690476193,90267.7486607143
000_2910,105,868.3499999999999,27282.188876488097,110681.71830357144,92528.80505952382
000_2983,105,868.3499999999999,19852.764639136905,59035.177306547615,12465.817475818452
000_1226,105,868.3499999999999,58106.29133184524,44239.42269345238,107783.21116071429
000_461,105,868.3499999999999,58971.45509672619,69295.66629464286,72493.096875
000_668,105,868.3499999999999,37267.28441220238,3492.745168340774,22358.98742559524
000_2238,105,868.3499999999999,22457.919754464285,2060.0276134672617,91560.54360119048
000_1586,105,868.3499999999999,78923.62872023809,17197.339936755954,89359.42976190476
000_2669,105,868.3499999999999,11283.712602306548,50197.38322172619,98825.9238095238
000_82,105,868.3499999999999,47009.196837797615,37061.17111235119,37228.5408110119
000_597,105,868.3499999999999,42080.37912946429,34579.41376488096,5524.550678943452
000_604,105,868.3499999999999,51861.54583333333,103265.85089285714,67020.2212797619
000_895,104,860.0799999999999,58825.17247596154,44670.563551682695,97924.53831129808
000_1459,104,860.0799999999999,60114.73257211538,92468.1796123798,100057.58368389423
000_4129,104,860.0799999999999,45196.96615835337,48550.08777794471,23879.34198467548
000_643,104,860.0799999999999,55966.16571514424,414.3746753472548,30320.92705829327
000_2746,104,860.0799999999999,112675.69899338942,22751.141939603367,75424.39272836539
000_446,104,860.0799999999999,66173.21330378606,34370.28579477163,35972.81174879808
000_1002,104,860.0799999999999,39679.44369741587,61944.94185697116,94004.08556189905
000_1651,104,860.0799999999999,62874.89453125,83531.07008713942,62509.453425480766
000_1404,104,860.0799999999999,55336.583946814906,113671.60794771634,53841.56396484375
000_2458,104,860.0799999999999,46388.74936147837,92124.24774639423,104586.921875
000_418,104,860.0799999999999,77290.95492788461,92511.28102463942,40928.83638822116
000_3235,104,860.0799999999999,21352.60362830529,94586.79574819712,43084.812424879805
000_1927,104,860.0799999999999,59447.76998197116,16674.116192157453,78056.49399038461
000_299,103,851.81,79757.6239381068,70275.59503944175,46590.45172178398
000_351,103,851.81,92457.10194174758,48582.90541565534,90068.09693567961
000_2783,103,851.81,19297.565173695388,91484.0983768204,49200.59447057039
000_3154,103,851.81,6314.025509139867,73195.55810072816,84338.16588288835
000_2598,103,851.81,92663.4020024272,26166.48424226335,49195.35683404126
000_2628,103,851.81,19857.395270782767,108848.2854975728,39450.68294902913
000_2017,103,851.81,19397.94311286408,79129.75796419903,110442.39039745144
000_2291,103,851.81,91105.55650788837,1107.2664326788151,49558.85865442961
000_101,103,851.81,111636.02798847089,37823.99969660194,6411.859114267294
000_3229,103,851.81,35323.01035345874,95007.395782767,80388.65344356796
000_2901,103,851.81,14995.277097239075,77385.15973907767,30933.83607023665
000_1304,103,851.81,48069.68366959952,73994.45972390777,27782.090848756063
000_230,103,851.81,83326.79558555825,43794.23532311893,782.1987725415277
000_2344,103,851.81,4363.400077745752,35322.97091171116,68980.77328580097
000_2588,103,851.81,15561.513207296724,67587.67559162622,31588.165408828885
000_1840,103,851.81,9580.117936513956,26825.51951228762,63985.05286711165
000_4213,103,851.81,45906.01027760922,48574.91421419903,25636.04463743932
000_736,103,851.81,27278.55207069175,58770.98217536408,4626.788128602852
000_2489,103,851.81,25399.63199711772,60148.38114381068,15196.497335785802
000_3545,102,843.54,14654.336665134804,74201.49019607843,86637.19684436274
000_1852,102,843.54,89429.2845435049,60079.439644607846,6469.7026462928925
000_3388,102,843.54,11680.558957567402,86553.2271752451,40472.85037530637
000_1261,102,843.54,43125.73104319853,33866.90506280637,113743.45090379902
000_3379,102,843.54,9390.55983838848,51582.05062806373,61799.00934436275
000_3345,102,843.54,63968.27922028186,45333.62002144608,30026.356655943626
000_2228,102,843.54,12769.893257889093,77785.26776960785,70876.40977328431
000_3128,102,843.54,111335.45450367648,83066.61006433824,69874.63128063726
000_6,102,843.54,79257.97112438726,79623.24065563726,93402.48598345587
000_4124,102,843.54,10703.759066712622,75541.86328125,45787.45274203432
000_3181,102,843.54,81212.55185355392,109174.73000919116,82742.97296262255
000_1125,102,843.54,55729.16804534314,79844.62905943628,112769.19975490196
000_201,102,843.54,110299.26662071078,95682.3620557598,9982.827205882351
000_3350,102,843.54,104485.4915747549,38410.21737132353,59665.47993259804
000_561,101,835.27,53194.04149907178,13802.355575108291,26368.11987546411
000_3165,101,835.27,80214.73607673268,37606.22099319307,82996.15276918317
000_3256,101,835.27,25177.397277227723,87347.09142945544,96547.77111695544
000_1505,101,835.27,73270.02637685643,30631.474996132427,727.7198549780516
000_3544,101,835.27,14152.386728418936,85734.33036819307,65089.7406404703
000_3546,101,835.27,14016.495852026608,73963.0228960396,86241.31141707921
000_2791,101,835.27,8044.082688737623,67695.88080136139,105663.73422029705
000_2195,101,835.27,109066.255259901,118411.14054764852,75694.49829826732
000_393,101,835.27,81218.6646039604,97870.58137376238,39905.50243657178
000_740,101,835.27,26305.94459699876,8567.469654045482,23982.50568533416
000_1848,101,835.27,90139.98762376238,59210.34305383663,7996.990007155013
000_1856,101,835.27,109984.49613242576,19531.62409112005,55797.84293780941
000_2482,101,835.27,8122.657521465037,21095.02852336015,80933.14186262376
000_3005,101,835.27,12508.9220103651,99003.24682858912,63278.14638768564
000_2330,101,835.27,71633.15895730197,113138.51570235148,86074.37020420792
000_1879,101,835.27,53574.88138149752,18784.86115408416,68954.5676825495
000_1279,101,835.27,43015.25096689357,25274.920463335395,92963.21279393564
000_571,101,835.27,12764.885887221537,7249.298944152228,34360.742264851484
000_3535,101,835.27,13957.44968285891,101031.95498143564,57234.63872988861
000_111,100,827.0,107259.408359375,92428.495859375,24055.48912109375
000_2251,100,827.0,110916.232890625,21487.85912109375,94444.093984375
000_1096,100,827.0,97750.263203125,92585.816796875,100227.212265625
000_921,100,827.0,55119.3376171875,63561.5141796875,108221.018671875
000_3145,100,827.0,97704.41625,35020.6445703125,77921.64609375
000_302,100,827.0,108956.488125,61913.1987109375,101606.104296875
000_1013,100,827.0,104827.843515625,20251.146953125,75735.388125
000_145,99,818.7299999999999,25630.711687184343,48928.134943181816,5958.886965356692
000_3404,99,818.7299999999999,10890.658173532196,85149.26893939394,48195.583333333336
000_1827,99,818.7299999999999,12554.979807844064,28195.21565261995,65236.636126893936
000_2456,99,818.7299999999999,2174.4818756411773,89437.99305555556,88922.42842487374
000_2542,99,818.7299999999999,89251.98469065657,77035.38028724748,78907.50197285354
000_254,99,818.7299999999999,23252.544566761364,114604.91493055556,6370.595634075126
000_1194,98,810.4599999999999,79146.40202487246,41930.41685267857,98362.25757334183
000_2280,98,810.4599999999999,685.6523605658084,44535.527423469386,68002.23580994898
000_2599,98,810.4599999999999,93347.22114158164,26531.689313616072,50276.56780133928
000_3463,98,810.4599999999999,93617.50677614796,77457.04830994898,76370.95455994898
000_3423,98,810.4599999999999,11142.021444515309,84330.57852359694,46433.03838488521
000_2850,98,810.4599999999999,102319.00358737246,29610.61666932398,52577.92908960459
000_1318,98,810.4599999999999,107355.1405452806,24574.583047672197,22053.379842952807
000_1241,98,810.4599999999999,47624.60383450255,62750.866191007655,61872.02682557398
000_3176,98,810.4599999999999,9338.893176020409,107243.48907844388,54724.322026466834
000_2134,98,810.4599999999999,3675.9752197265625,56840.00833067602,6856.225222217793
000_644,98,810.4599999999999,84807.32868303571,97462.06536989796,10907.374701052297
000_3495,98,810.4599999999999,3617.952938157685,56772.22951211735,62185.38097895408
000_2792,98,810.4599999999999,8349.936334103953,70266.41764987246,103927.3944515306
000_3730,98,810.4599999999999,95210.62268813777,64058.55385044643,82753.46962691327
000_774,97,802.1899999999999,94901.19362113402,21852.818862757733,296.0756853831183
000_1510,97,802.1899999999999,28920.79719716495,48901.35788498711,114314.1831507732
000_1291,97,802.1899999999999,59896.97926063144,67614.075064433,22127.53958601804
000_1115,97,802.1899999999999,41213.66873389176,67293.33915914949,96088.06274162373
000_2619,97,802.1899999999999,89573.27963917526,14510.1318359375,37675.608448775776
000_2272,97,802.1899999999999,111357.12709407216,103793.33110502578,114142.97905927835
000_1658,97,802.1899999999999,31032.77478656572,62507.80996295103,44499.4524806701
000_713,97,802.1899999999999,44477.21834729381,51596.402263208765,47752.10152222938
000_3764,97,802.1899999999999,30879.891672036083,95706.58988402062,102741.69217139175
000_2354,97,802.1899999999999,5564.499285196521,11771.433966253222,82113.94982280929
000_587,97,802.1899999999999,41439.614288015466,35187.628785438144,15199.037441607605
000_76,97,802.1899999999999,62258.52967944588,13066.69585615335,48035.24472454897
000_3636,97,802.1899999999999,61568.88752416237,60635.6469072165,68230.29953286082
000_2651,97,802.1899999999999,80613.95980992269,39359.39956507732,76913.56113079897
000_2003,97,802.1899999999999,20727.42503624356,73367.10768363402,115496.36477126287
000_894,97,802.1899999999999,22859.485260953606,84853.6944265464,72561.7803640464
000_1637,97,802.1899999999999,69194.96230670103,88025.79413659793,7120.564281974871
000_1406,97,802.1899999999999,61180.10490496134,94252.32884987112,34270.57196359536
000_885,97,802.1899999999999,77772.965689433,30578.862878543816,9827.478827722294
000_646,96,793.92,101048.31860351562,46691.6621500651,14397.476857503256
000_3522,96,793.92,11299.907206217447,77126.36946614583,38723.0800374349
000_223,96,793.92,64159.12325032552,104040.02620442708,59560.837727864586
000_2635,96,793.92,69757.04125976562,44613.62870279948,29650.43369547526
000_2317,96,793.92,105274.73518880208,102090.30354817708,96301.33479817708
000_2780,96,793.92,17691.9672648112,66118.5116373698,24522.443277994797
000_2066,96,793.92,8467.302419026693,28650.625935872395,83959.90958658855
000_1719,96,793.92,69535.69262695312,25690.37418619792,98124.96736653644
000_3131,96,793.92,85770.09798177083,40248.7578125,68711.99755859375
000_1218,96,793.92,54041.669921875,43086.76981608073,103872.12540690105
000_1254,95,785.65,46584.897779605264,22424.245004111843,89128.43157894736
000_59,95,785.65,39590.90505756579,51288.61472039474,4953.3615953947365
000_206,95,785.65,49970.164144736846,70582.95649671053,85124.02993421053
000_12,95,785.65,85727.28511513158,78681.71110197369,96398.14300986842
000_3440,95,785.65,51811.589925986846,47385.21212993421,19218.64765625
000_2574,95,785.65,1907.342094983553,1215.4017231188325,67453.16940789473
000_3765,95,785.65,30364.35824424342,95870.68453947367,102951.73379934212
000_1736,95,785.65,33598.02446546053,12870.101305509868,94898.0620888158
000_281,95,785.65,10033.054224917763,13563.928628700658,107265.25304276316
000_19,95,785.65,44367.03001644737,1641.3375809518914,58339.48766447369
000_2150,95,785.65,960.9127100894326,43715.34913651316,48201.06500822368
000_1985,95,785.65,47310.20851151316,5724.974624794408,84070.20731907895
000_141,95,785.65,99678.25847039474,108050.86126644736,69836.30756578948
