x,y,z,radius
121093.75,58593.75,63476.5625,8000.0
59570.3125,35156.25,23437.5,8000.0
20507.8125,0.0,121093.75,8000.0
15625.0,107421.875,91796.875,8000.0
88867.1875,26367.1875,88867.1875,8000.0
61523.4375,83007.8125,37109.375,8000.0
40039.0625,42968.75,2929.6875,8000.0
65429.6875,46875.0,91796.875,8000.0
103515.625,8789.0625,55664.0625,8000.0
10742.1875,102539.0625,5859.375,8000.0
100585.9375,976.5625,120117.1875,8000.0
65429.6875,85937.5,98632.8125,8000.0
21484.375,42968.75,101562.5,8000.0
13671.875,56640.625,116210.9375,8000.0
105468.75,48828.125,0.0,8000.0
38085.9375,88867.1875,45898.4375,8000.0
1953.125,63476.5625,32226.5625,8000.0
25390.625,52734.375,33203.125,7000.0
114257.8125,28320.3125,100585.9375,7000.0
4882.8125,47851.5625,7812.5,7000.0
75195.3125,94726.5625,5859.375,7000.0
31250.0,67382.8125,105468.75,7000.0
22460.9375,8789.0625,7812.5,7000.0
27343.75,68359.375,8789.0625,7000.0
24414.0625,101562.5,48828.125,7000.0
6835.9375,115234.375,74218.75,7000.0
105468.75,106445.3125,123046.875,7000.0
6835.9375,8789.0625,92773.4375,7000.0
119140.625,45898.4375,73242.1875,7000.0
64453.125,49804.6875,23437.5,7000.0
19531.25,13671.875,87890.625,7000.0
22460.9375,106445.3125,69335.9375,7000.0
40039.0625,14648.4375,83984.375,7000.0
111328.125,60546.875,47851.5625,7000.0
46875.0,69335.9375,43945.3125,7000.0
94726.5625,103515.625,77148.4375,7000.0
54687.5,42968.75,39062.5,7000.0
123046.875,87890.625,111328.125,7000.0
66406.25,71289.0625,20507.8125,7000.0
37109.375,37109.375,102539.0625,7000.0
122070.3125,88867.1875,96679.6875,7000.0
49804.6875,80078.125,55664.0625,7000.0
55664.0625,119140.625,78125.0,7000.0
58593.75,110351.5625,60546.875,7000.0
107421.875,71289.0625,111328.125,7000.0
89843.75,44921.875,83984.375,7000.0
9765.625,70312.5,21484.375,7000.0
976.5625,59570.3125,124023.4375,7000.0
53710.9375,91796.875,110351.5625,7000.0
60546.875,123046.875,102539.0625,7000.0
58593.75,22460.9375,88867.1875,7000.0
96679.6875,99609.375,103515.625,7000.0
69335.9375,45898.4375,57617.1875,7000.0
11718.75,54687.5,41992.1875,7000.0
74218.75,121093.75,119140.625,6000.0
75195.3125,976.5625,101562.5,6000.0
48828.125,120117.1875,31250.0,6000.0
79101.5625,0.0,11718.75,6000.0
121093.75,85937.5,13671.875,6000.0
44921.875,4882.8125,44921.875,6000.0
78125.0,110351.5625,71289.0625,6000.0
54687.5,63476.5625,92773.4375,6000.0
94726.5625,27343.75,41992.1875,6000.0
16601.5625,41992.1875,41015.625,6000.0
105468.75,40039.0625,76171.875,6000.0
118164.0625,120117.1875,40039.0625,6000.0
20507.8125,82031.25,31250.0,6000.0
100585.9375,52734.375,93750.0,6000.0
124023.4375,75195.3125,108398.4375,6000.0
61523.4375,6835.9375,8789.0625,6000.0
96679.6875,34179.6875,97656.25,6000.0
48828.125,12695.3125,0.0,6000.0
100585.9375,61523.4375,119140.625,6000.0
101562.5,976.5625,4882.8125,6000.0
100585.9375,122070.3125,24414.0625,6000.0
119140.625,68359.375,98632.8125,6000.0
976.5625,100585.9375,49804.6875,6000.0
115234.375,12695.3125,67382.8125,6000.0
21484.375,91796.875,113281.25,6000.0
63476.5625,98632.8125,71289.0625,6000.0
112304.6875,46875.0,94726.5625,6000.0
50781.25,7812.5,23437.5,6000.0
113281.25,57617.1875,107421.875,6000.0
33203.125,27343.75,115234.375,6000.0
112304.6875,106445.3125,71289.0625,6000.0
10742.1875,59570.3125,85937.5,6000.0
22460.9375,71289.0625,87890.625,6000.0
52734.375,104492.1875,116210.9375,6000.0
9765.625,50781.25,19531.25,6000.0
20507.8125,0.0,82031.25,6000.0
97656.25,21484.375,61523.4375,6000.0
102539.0625,26367.1875,83984.375,6000.0
81054.6875,84960.9375,73242.1875,6000.0
86914.0625,76171.875,86914.0625,6000.0
17578.125,7812.5,19531.25,6000.0
89843.75,9765.625,51757.8125,6000.0
19531.25,10742.1875,38085.9375,6000.0
70312.5,4882.8125,45898.4375,6000.0
29296.875,5859.375,62500.0,6000.0
39062.5,12695.3125,24414.0625,6000.0
124023.4375,35156.25,9765.625,6000.0
113281.25,111328.125,110351.5625,6000.0
112304.6875,98632.8125,90820.3125,6000.0
74218.75,36132.8125,41015.625,6000.0
33203.125,124023.4375,25390.625,6000.0
48828.125,41992.1875,15625.0,6000.0
70312.5,80078.125,9765.625,6000.0
29296.875,23437.5,92773.4375,6000.0
5859.375,107421.875,62500.0,6000.0
70312.5,48828.125,70312.5,6000.0
1953.125,102539.0625,107421.875,6000.0
42968.75,47851.5625,35156.25,6000.0
37109.375,91796.875,102539.0625,6000.0
9765.625,84960.9375,8789.0625,6000.0
121093.75,68359.375,43945.3125,6000.0
71289.0625,3906.25,114257.8125,6000.0
83007.8125,5859.375,38085.9375,6000.0
51757.8125,75195.3125,79101.5625,6000.0
105468.75,112304.6875,87890.625,5000.0
41992.1875,70312.5,2929.6875,5000.0
29296.875,121093.75,2929.6875,5000.0
99609.375,115234.375,7812.5,5000.0
16601.5625,21484.375,0.0,5000.0
48828.125,81054.6875,41992.1875,5000.0
84960.9375,123046.875,32226.5625,5000.0
102539.0625,37109.375,45898.4375,5000.0
112304.6875,43945.3125,9765.625,5000.0
30273.4375,14648.4375,77148.4375,5000.0
104492.1875,94726.5625,76171.875,5000.0
103515.625,27343.75,4882.8125,5000.0
52734.375,48828.125,97656.25,5000.0
51757.8125,108398.4375,75195.3125,5000.0
83984.375,39062.5,46875.0,5000.0
15625.0,29296.875,119140.625,5000.0
28320.3125,71289.0625,20507.8125,5000.0
56640.625,8789.0625,83984.375,5000.0
3906.25,115234.375,34179.6875,5000.0
22460.9375,69335.9375,30273.4375,5000.0
21484.375,41015.625,116210.9375,5000.0
34179.6875,976.5625,117187.5,5000.0
76171.875,65429.6875,41015.625,5000.0
42968.75,70312.5,105468.75,5000.0
52734.375,18554.6875,77148.4375,5000.0
108398.4375,91796.875,104492.1875,5000.0
85937.5,36132.8125,75195.3125,5000.0
108398.4375,29296.875,57617.1875,5000.0
73242.1875,41992.1875,116210.9375,5000.0
43945.3125,90820.3125,58593.75,5000.0
21484.375,75195.3125,73242.1875,5000.0
6835.9375,12695.3125,116210.9375,5000.0
124023.4375,20507.8125,94726.5625,5000.0
53710.9375,84960.9375,83984.375,5000.0
44921.875,97656.25,69335.9375,5000.0
86914.0625,60546.875,49804.6875,5000.0
6835.9375,48828.125,83007.8125,5000.0
37109.375,12695.3125,12695.3125,5000.0
97656.25,92773.4375,87890.625,5000.0
120117.1875,119140.625,115234.375,5000.0
113281.25,53710.9375,13671.875,5000.0
93750.0,67382.8125,87890.625,5000.0
74218.75,83007.8125,88867.1875,5000.0
38085.9375,96679.6875,121093.75,5000.0
96679.6875,46875.0,71289.0625,5000.0
15625.0,8789.0625,73242.1875,5000.0
23437.5,99609.375,99609.375,5000.0
85937.5,37109.375,96679.6875,5000.0
122070.3125,58593.75,114257.8125,5000.0
109375.0,10742.1875,119140.625,5000.0
57617.1875,115234.375,111328.125,5000.0
16601.5625,83984.375,41992.1875,5000.0
94726.5625,39062.5,0.0,5000.0
60546.875,32226.5625,116210.9375,5000.0
19531.25,69335.9375,107421.875,5000.0
21484.375,113281.25,31250.0,5000.0
124023.4375,6835.9375,57617.1875,5000.0
112304.6875,79101.5625,14648.4375,5000.0
38085.9375,62500.0,34179.6875,5000.0
14648.4375,51757.8125,92773.4375,5000.0
51757.8125,123046.875,7812.5,5000.0
30273.4375,117187.5,89843.75,5000.0
94726.5625,115234.375,73242.1875,5000.0
67382.8125,78125.0,83984.375,5000.0
107421.875,38085.9375,98632.8125,5000.0
107421.875,21484.375,68359.375,5000.0
36132.8125,100585.9375,92773.4375,5000.0
61523.4375,122070.3125,49804.6875,5000.0
123046.875,6835.9375,92773.4375,5000.0
110351.5625,31250.0,33203.125,5000.0
19531.25,1953.125,67382.8125,5000.0
82031.25,52734.375,57617.1875,5000.0
124023.4375,32226.5625,20507.8125,5000.0
79101.5625,52734.375,83007.8125,5000.0
72265.625,51757.8125,39062.5,5000.0
47851.5625,120117.1875,64453.125,5000.0
103515.625,109375.0,106445.3125,5000.0
66406.25,26367.1875,37109.375,5000.0
16601.5625,64453.125,93750.0,5000.0
976.5625,77148.4375,82031.25,5000.0
118164.0625,101562.5,82031.25,5000.0
103515.625,124023.4375,88867.1875,5000.0
71289.0625,98632.8125,16601.5625,5000.0
26367.1875,26367.1875,42968.75,5000.0
74218.75,96679.6875,68359.375,5000.0
64453.125,13671.875,41015.625,5000.0
64453.125,9765.625,99609.375,5000.0
40039.0625,2929.6875,54687.5,5000.0
67382.8125,73242.1875,114257.8125,5000.0
103515.625,52734.375,106445.3125,5000.0
49804.6875,93750.0,43945.3125,5000.0
73242.1875,84960.9375,19531.25,5000.0
3906.25,104492.1875,78125.0,5000.0
81054.6875,66406.25,78125.0,5000.0
60546.875,106445.3125,124023.4375,5000.0
77148.4375,37109.375,5859.375,5000.0
8789.0625,70312.5,70312.5,5000.0
31250.0,50781.25,10742.1875,5000.0
60546.875,56640.625,98632.8125,5000.0
0.0,64453.125,17578.125,5000.0
6835.9375,1953.125,28320.3125,5000.0
118164.0625,12695.3125,99609.375,5000.0
115234.375,42968.75,19531.25,4000.0
10742.1875,42968.75,118164.0625,4000.0
85937.5,22460.9375,11718.75,4000.0
84960.9375,31250.0,41992.1875,4000.0
57617.1875,118164.0625,24414.0625,4000.0
124023.4375,120117.1875,124023.4375,4000.0
2929.6875,48828.125,118164.0625,4000.0
93750.0,16601.5625,27343.75,4000.0
1953.125,1953.125,52734.375,4000.0
41015.625,45898.4375,117187.5,4000.0
66406.25,103515.625,24414.0625,4000.0
6835.9375,40039.0625,79101.5625,4000.0
51757.8125,105468.75,39062.5,4000.0
83984.375,68359.375,25390.625,4000.0
41015.625,18554.6875,98632.8125,4000.0
32226.5625,14648.4375,122070.3125,4000.0
72265.625,60546.875,59570.3125,4000.0
96679.6875,107421.875,12695.3125,4000.0
111328.125,45898.4375,59570.3125,4000.0
35156.25,63476.5625,2929.6875,4000.0
94726.5625,76171.875,111328.125,4000.0
58593.75,75195.3125,27343.75,4000.0
105468.75,65429.6875,23437.5,4000.0
35156.25,13671.875,33203.125,4000.0
10742.1875,63476.5625,60546.875,4000.0
73242.1875,78125.0,107421.875,4000.0
19531.25,63476.5625,41015.625,4000.0
91796.875,69335.9375,65429.6875,4000.0
1953.125,85937.5,2929.6875,4000.0
18554.6875,72265.625,65429.6875,4000.0
116210.9375,113281.25,26367.1875,4000.0
42968.75,122070.3125,86914.0625,4000.0
52734.375,57617.1875,112304.6875,4000.0
74218.75,103515.625,92773.4375,4000.0
8789.0625,32226.5625,78125.0,4000.0
79101.5625,20507.8125,39062.5,4000.0
10742.1875,41992.1875,49804.6875,4000.0
31250.0,108398.4375,42968.75,4000.0
0.0,122070.3125,62500.0,4000.0
62500.0,81054.6875,976.5625,4000.0
103515.625,63476.5625,55664.0625,4000.0
49804.6875,113281.25,38085.9375,4000.0
101562.5,26367.1875,101562.5,4000.0
44921.875,85937.5,112304.6875,4000.0
48828.125,72265.625,33203.125,4000.0
37109.375,28320.3125,96679.6875,4000.0
25390.625,58593.75,107421.875,4000.0
23437.5,3906.25,26367.1875,4000.0
56640.625,33203.125,47851.5625,4000.0
94726.5625,84960.9375,83984.375,4000.0
36132.8125,121093.75,55664.0625,4000.0
104492.1875,20507.8125,94726.5625,4000.0
68359.375,75195.3125,94726.5625,4000.0
97656.25,71289.0625,17578.125,4000.0
115234.375,38085.9375,66406.25,4000.0
8789.0625,98632.8125,43945.3125,4000.0
71289.0625,63476.5625,27343.75,4000.0
81054.6875,4882.8125,52734.375,4000.0
98632.8125,63476.5625,93750.0,4000.0
13671.875,115234.375,83007.8125,4000.0
42968.75,77148.4375,73242.1875,4000.0
70312.5,33203.125,28320.3125,4000.0
85937.5,86914.0625,12695.3125,4000.0
94726.5625,26367.1875,6835.9375,4000.0
4882.8125,39062.5,38085.9375,4000.0
47851.5625,30273.4375,22460.9375,4000.0
27343.75,30273.4375,107421.875,4000.0
86914.0625,92773.4375,74218.75,4000.0
39062.5,118164.0625,32226.5625,4000.0
101562.5,75195.3125,80078.125,4000.0
35156.25,92773.4375,72265.625,4000.0
110351.5625,120117.1875,54687.5,4000.0
114257.8125,3906.25,43945.3125,4000.0
10742.1875,25390.625,69335.9375,4000.0
124023.4375,99609.375,88867.1875,4000.0
116210.9375,85937.5,87890.625,4000.0
87890.625,65429.6875,60546.875,4000.0
83984.375,122070.3125,49804.6875,4000.0
55664.0625,71289.0625,55664.0625,4000.0
59570.3125,76171.875,11718.75,4000.0
64453.125,87890.625,85937.5,4000.0
38085.9375,5859.375,2929.6875,4000.0
54687.5,4882.8125,1953.125,4000.0
114257.8125,94726.5625,122070.3125,4000.0
10742.1875,7812.5,43945.3125,4000.0
118164.0625,976.5625,67382.8125,4000.0
24414.0625,77148.4375,2929.6875,4000.0
66406.25,81054.6875,109375.0,4000.0
110351.5625,121093.75,34179.6875,4000.0
66406.25,100585.9375,3906.25,4000.0
95703.125,46875.0,115234.375,4000.0
88867.1875,102539.0625,12695.3125,4000.0
82031.25,83984.375,83984.375,4000.0
24414.0625,18554.6875,2929.6875,4000.0
1953.125,109375.0,9765.625,4000.0
18554.6875,52734.375,22460.9375,4000.0
43945.3125,15625.0,74218.75,4000.0
20507.8125,11718.75,123046.875,4000.0
123046.875,18554.6875,39062.5,4000.0
18554.6875,17578.125,78125.0,4000.0
112304.6875,82031.25,81054.6875,4000.0
25390.625,91796.875,104492.1875,4000.0
104492.1875,37109.375,5859.375,4000.0
80078.125,32226.5625,80078.125,4000.0
976.5625,67382.8125,43945.3125,4000.0
47851.5625,49804.6875,117187.5,4000.0
80078.125,43945.3125,74218.75,4000.0
30273.4375,43945.3125,37109.375,4000.0
17578.125,36132.8125,92773.4375,4000.0
976.5625,83007.8125,110351.5625,4000.0
25390.625,14648.4375,61523.4375,4000.0
124023.4375,12695.3125,114257.8125,4000.0
20507.8125,55664.0625,97656.25,4000.0
110351.5625,20507.8125,84960.9375,4000.0
9765.625,3906.25,118164.0625,4000.0
49804.6875,123046.875,105468.75,4000.0
16601.5625,106445.3125,55664.0625,4000.0
34179.6875,29296.875,41015.625,4000.0
8789.0625,36132.8125,55664.0625,4000.0
8789.0625,9765.625,103515.625,4000.0
104492.1875,108398.4375,77148.4375,4000.0
20507.8125,30273.4375,101562.5,4000.0
60546.875,73242.1875,76171.875,4000.0
95703.125,65429.6875,7812.5,4000.0
121093.75,75195.3125,89843.75,4000.0
101562.5,124023.4375,108398.4375,4000.0
47851.5625,90820.3125,94726.5625,4000.0
45898.4375,42968.75,98632.8125,4000.0
79101.5625,89843.75,15625.0,4000.0
60546.875,96679.6875,103515.625,4000.0
116210.9375,80078.125,105468.75,4000.0
43945.3125,37109.375,30273.4375,4000.0
59570.3125,4882.8125,33203.125,4000.0
45898.4375,33203.125,109375.0,4000.0
63476.5625,81054.6875,76171.875,4000.0
32226.5625,102539.0625,69335.9375,4000.0
30273.4375,66406.25,91796.875,4000.0
101562.5,59570.3125,43945.3125,4000.0
63476.5625,118164.0625,66406.25,4000.0
29296.875,32226.5625,96679.6875,4000.0
13671.875,80078.125,80078.125,4000.0
56640.625,19531.25,51757.8125,4000.0
64453.125,38085.9375,51757.8125,4000.0
41992.1875,84960.9375,72265.625,4000.0
58593.75,34179.6875,87890.625,4000.0
32226.5625,68359.375,28320.3125,4000.0
7812.5,109375.0,17578.125,4000.0
66406.25,23437.5,122070.3125,4000.0
88867.1875,69335.9375,76171.875,4000.0
82031.25,17578.125,92773.4375,4000.0
105468.75,4882.8125,108398.4375,4000.0
58593.75,83007.8125,117187.5,4000.0
59570.3125,71289.0625,89843.75,4000.0
70312.5,41992.1875,79101.5625,4000.0
26367.1875,87890.625,47851.5625,4000.0
68359.375,109375.0,48828.125,4000.0
79101.5625,29296.875,94726.5625,4000.0
13671.875,117187.5,32226.5625,4000.0
79101.5625,69335.9375,57617.1875,4000.0
56640.625,72265.625,69335.9375,4000.0
103515.625,61523.4375,109375.0,4000.0
15625.0,122070.3125,65429.6875,4000.0
73242.1875,23437.5,87890.625,4000.0
109375.0,119140.625,106445.3125,4000.0
65429.6875,33203.125,43945.3125,4000.0
52734.375,54687.5,24414.0625,4000.0
56640.625,14648.4375,13671.875,4000.0
117187.5,74218.75,61523.4375,4000.0
106445.3125,62500.0,35156.25,4000.0
102539.0625,121093.75,14648.4375,4000.0
112304.6875,17578.125,75195.3125,4000.0
64453.125,104492.1875,109375.0,4000.0
114257.8125,0.0,25390.625,4000.0
67382.8125,94726.5625,79101.5625,4000.0
56640.625,100585.9375,55664.0625,4000.0
65429.6875,97656.25,34179.6875,4000.0
43945.3125,113281.25,107421.875,4000.0
66406.25,101562.5,51757.8125,4000.0
124023.4375,44921.875,38085.9375,4000.0
54687.5,98632.8125,75195.3125,4000.0
60546.875,58593.75,107421.875,4000.0
8789.0625,98632.8125,16601.5625,4000.0
65429.6875,30273.4375,14648.4375,4000.0
114257.8125,30273.4375,13671.875,4000.0
25390.625,88867.1875,36132.8125,4000.0
70312.5,94726.5625,104492.1875,4000.0
27343.75,0.0,111328.125,4000.0
16601.5625,72265.625,121093.75,4000.0
35156.25,110351.5625,96679.6875,4000.0
13671.875,79101.5625,16601.5625,4000.0
48828.125,19531.25,20507.8125,4000.0
73242.1875,36132.8125,94726.5625,4000.0
47851.5625,100585.9375,108398.4375,4000.0
38085.9375,31250.0,1953.125,4000.0
80078.125,17578.125,82031.25,4000.0
54687.5,976.5625,92773.4375,4000.0
124023.4375,75195.3125,37109.375,4000.0
37109.375,77148.4375,108398.4375,4000.0
112304.6875,100585.9375,14648.4375,4000.0
67382.8125,111328.125,120117.1875,4000.0
45898.4375,60546.875,94726.5625,4000.0
9765.625,62500.0,52734.375,4000.0
81054.6875,81054.6875,98632.8125,4000.0
113281.25,93750.0,78125.0,4000.0
976.5625,38085.9375,7812.5,4000.0
28320.3125,108398.4375,56640.625,4000.0
119140.625,54687.5,52734.375,4000.0
119140.625,67382.8125,53710.9375,4000.0
121093.75,40039.0625,94726.5625,4000.0
13671.875,15625.0,43945.3125,4000.0
112304.6875,96679.6875,115234.375,4000.0
122070.3125,75195.3125,55664.0625,4000.0
104492.1875,2929.6875,13671.875,4000.0
109375.0,55664.0625,37109.375,4000.0
29296.875,101562.5,76171.875,4000.0
11718.75,66406.25,109375.0,4000.0
61523.4375,66406.25,115234.375,4000.0
16601.5625,70312.5,80078.125,4000.0
41015.625,36132.8125,118164.0625,4000.0
44921.875,78125.0,108398.4375,4000.0
109375.0,14648.4375,100585.9375,4000.0
13671.875,82031.25,113281.25,4000.0
41992.1875,108398.4375,121093.75,4000.0
119140.625,47851.5625,59570.3125,4000.0
27343.75,98632.8125,60546.875,4000.0
109375.0,30273.4375,24414.0625,4000.0
10742.1875,36132.8125,84960.9375,4000.0
116210.9375,16601.5625,110351.5625,4000.0
100585.9375,34179.6875,106445.3125,4000.0
55664.0625,51757.8125,17578.125,4000.0
37109.375,99609.375,77148.4375,4000.0
24414.0625,77148.4375,107421.875,4000.0
13671.875,28320.3125,82031.25,4000.0
87890.625,110351.5625,69335.9375,4000.0
69335.9375,107421.875,67382.8125,4000.0
68359.375,38085.9375,8789.0625,4000.0
104492.1875,15625.0,110351.5625,4000.0
3906.25,45898.4375,55664.0625,4000.0
9765.625,13671.875,21484.375,4000.0
120117.1875,21484.375,74218.75,4000.0
40039.0625,45898.4375,15625.0,4000.0
92773.4375,12695.3125,60546.875,4000.0
6835.9375,117187.5,60546.875,4000.0
10742.1875,49804.6875,105468.75,4000.0
39062.5,39062.5,37109.375,4000.0
29296.875,52734.375,98632.8125,4000.0
65429.6875,112304.6875,88867.1875,4000.0
39062.5,73242.1875,52734.375,4000.0
30273.4375,83007.8125,113281.25,4000.0
71289.0625,121093.75,82031.25,4000.0
8789.0625,116210.9375,5859.375,4000.0
66406.25,36132.8125,84960.9375,4000.0
100585.9375,78125.0,116210.9375,4000.0
0.0,49804.6875,88867.1875,4000.0
69335.9375,94726.5625,60546.875,4000.0
45898.4375,103515.625,79101.5625,4000.0
42968.75,123046.875,41992.1875,4000.0
70312.5,76171.875,33203.125,4000.0
119140.625,22460.9375,23437.5,4000.0
55664.0625,92773.4375,50781.25,4000.0
4882.8125,29296.875,7812.5,4000.0
14648.4375,57617.1875,32226.5625,4000.0
9765.625,105468.75,71289.0625,4000.0
68359.375,59570.3125,21484.375,4000.0
15625.0,51757.8125,11718.75,4000.0
56640.625,27343.75,52734.375,4000.0
11718.75,43945.3125,88867.1875,4000.0
87890.625,78125.0,73242.1875,4000.0
101562.5,65429.6875,100585.9375,4000.0
33203.125,97656.25,113281.25,4000.0
6835.9375,86914.0625,50781.25,4000.0
72265.625,48828.125,122070.3125,4000.0
60546.875,113281.25,48828.125,4000.0
6835.9375,99609.375,90820.3125,4000.0
37109.375,22460.9375,103515.625,4000.0
65429.6875,109375.0,82031.25,4000.0
56640.625,72265.625,47851.5625,4000.0
3906.25,49804.6875,31250.0,4000.0
48828.125,21484.375,84960.9375,4000.0
47851.5625,43945.3125,112304.6875,4000.0
64453.125,118164.0625,93750.0,4000.0
111328.125,121093.75,46875.0,3000.0
25390.625,40039.0625,40039.0625,3000.0
91796.875,119140.625,25390.625,3000.0
104492.1875,83984.375,110351.5625,3000.0
105468.75,117187.5,94726.5625,3000.0
96679.6875,120117.1875,59570.3125,3000.0
96679.6875,93750.0,75195.3125,3000.0
73242.1875,64453.125,17578.125,3000.0
80078.125,3906.25,119140.625,3000.0
75195.3125,0.0,71289.0625,3000.0
48828.125,74218.75,70312.5,3000.0
11718.75,19531.25,116210.9375,3000.0
60546.875,112304.6875,70312.5,3000.0
85937.5,47851.5625,62500.0,3000.0
93750.0,16601.5625,46875.0,3000.0
52734.375,119140.625,39062.5,3000.0
91796.875,25390.625,34179.6875,3000.0
11718.75,3906.25,100585.9375,3000.0
101562.5,87890.625,74218.75,3000.0
92773.4375,9765.625,26367.1875,3000.0
114257.8125,111328.125,63476.5625,3000.0
93750.0,122070.3125,30273.4375,3000.0
12695.3125,68359.375,87890.625,3000.0
77148.4375,114257.8125,56640.625,3000.0
74218.75,59570.3125,52734.375,3000.0
63476.5625,114257.8125,99609.375,3000.0
99609.375,69335.9375,64453.125,3000.0
98632.8125,1953.125,109375.0,3000.0
93750.0,67382.8125,120117.1875,3000.0
66406.25,25390.625,9765.625,3000.0
5859.375,16601.5625,45898.4375,3000.0
92773.4375,17578.125,54687.5,3000.0
45898.4375,39062.5,40039.0625,3000.0
79101.5625,104492.1875,87890.625,3000.0
82031.25,67382.8125,124023.4375,3000.0
47851.5625,64453.125,108398.4375,3000.0
113281.25,113281.25,3906.25,3000.0
82031.25,121093.75,39062.5,3000.0
100585.9375,16601.5625,4882.8125,3000.0
86914.0625,116210.9375,124023.4375,3000.0
52734.375,32226.5625,118164.0625,3000.0
65429.6875,98632.8125,45898.4375,3000.0
116210.9375,116210.9375,32226.5625,3000.0
33203.125,51757.8125,27343.75,3000.0
64453.125,63476.5625,95703.125,3000.0
2929.6875,122070.3125,42968.75,3000.0
39062.5,63476.5625,41992.1875,3000.0
98632.8125,22460.9375,77148.4375,3000.0
110351.5625,120117.1875,79101.5625,3000.0
50781.25,96679.6875,81054.6875,3000.0
120117.1875,50781.25,83007.8125,3000.0
95703.125,118164.0625,84960.9375,3000.0
70312.5,23437.5,82031.25,3000.0
122070.3125,24414.0625,106445.3125,3000.0
104492.1875,24414.0625,109375.0,3000.0
27343.75,59570.3125,94726.5625,3000.0
25390.625,34179.6875,118164.0625,3000.0
92773.4375,15625.0,66406.25,3000.0
115234.375,67382.8125,106445.3125,3000.0
4882.8125,84960.9375,77148.4375,3000.0
13671.875,1953.125,76171.875,3000.0
20507.8125,72265.625,38085.9375,3000.0
66406.25,51757.8125,45898.4375,3000.0
0.0,44921.875,35156.25,3000.0
1953.125,19531.25,49804.6875,3000.0
118164.0625,12695.3125,83007.8125,3000.0
84960.9375,44921.875,56640.625,3000.0
80078.125,25390.625,9765.625,3000.0
43945.3125,15625.0,6835.9375,3000.0
57617.1875,67382.8125,76171.875,3000.0
31250.0,91796.875,123046.875,3000.0
96679.6875,76171.875,70312.5,3000.0
8789.0625,42968.75,30273.4375,3000.0
54687.5,82031.25,97656.25,3000.0
20507.8125,95703.125,91796.875,3000.0
55664.0625,63476.5625,21484.375,3000.0
92773.4375,31250.0,79101.5625,3000.0
