x,y,z,radius
65429.6875,105468.75,90820.3125,3000.0
93750.0,60546.875,45898.4375,3000.0
34179.6875,91796.875,55664.0625,3000.0
118164.0625,21484.375,118164.0625,3000.0
7812.5,86914.0625,36132.8125,3000.0
30273.4375,12695.3125,27343.75,3000.0
69335.9375,80078.125,53710.9375,3000.0
70312.5,89843.75,88867.1875,3000.0
77148.4375,118164.0625,82031.25,3000.0
110351.5625,60546.875,63476.5625,3000.0
92773.4375,63476.5625,55664.0625,3000.0
51757.8125,19531.25,63476.5625,3000.0
119140.625,118164.0625,73242.1875,3000.0
98632.8125,74218.75,124023.4375,3000.0
23437.5,76171.875,13671.875,3000.0
67382.8125,64453.125,118164.0625,3000.0
52734.375,89843.75,120117.1875,3000.0
27343.75,110351.5625,86914.0625,3000.0
41992.1875,21484.375,21484.375,3000.0
70312.5,75195.3125,41015.625,3000.0
76171.875,79101.5625,81054.6875,3000.0
124023.4375,102539.0625,103515.625,3000.0
17578.125,110351.5625,9765.625,3000.0
32226.5625,99609.375,54687.5,3000.0
59570.3125,82031.25,51757.8125,3000.0
60546.875,90820.3125,44921.875,3000.0
47851.5625,18554.6875,96679.6875,3000.0
29296.875,76171.875,69335.9375,3000.0
52734.375,110351.5625,123046.875,3000.0
71289.0625,86914.0625,75195.3125,3000.0
91796.875,87890.625,74218.75,3000.0
26367.1875,54687.5,4882.8125,3000.0
47851.5625,10742.1875,68359.375,3000.0
103515.625,40039.0625,84960.9375,3000.0
8789.0625,3906.25,18554.6875,3000.0
56640.625,55664.0625,89843.75,3000.0
13671.875,106445.3125,16601.5625,3000.0
1953.125,60546.875,70312.5,3000.0
5859.375,35156.25,31250.0,3000.0
59570.3125,6835.9375,20507.8125,3000.0
105468.75,119140.625,114257.8125,3000.0
102539.0625,51757.8125,83007.8125,3000.0
39062.5,12695.3125,100585.9375,3000.0
64453.125,31250.0,90820.3125,3000.0
46875.0,61523.4375,33203.125,3000.0
18554.6875,89843.75,35156.25,3000.0
63476.5625,89843.75,110351.5625,3000.0
79101.5625,54687.5,41992.1875,3000.0
22460.9375,118164.0625,976.5625,3000.0
61523.4375,96679.6875,58593.75,3000.0
7812.5,53710.9375,50781.25,3000.0
109375.0,118164.0625,28320.3125,3000.0
98632.8125,20507.8125,24414.0625,3000.0
65429.6875,36132.8125,976.5625,3000.0
103515.625,121093.75,55664.0625,3000.0
54687.5,118164.0625,50781.25,3000.0
113281.25,74218.75,93750.0,3000.0
99609.375,108398.4375,97656.25,3000.0
114257.8125,59570.3125,117187.5,3000.0
54687.5,13671.875,68359.375,3000.0
10742.1875,91796.875,15625.0,3000.0
107421.875,86914.0625,72265.625,3000.0
93750.0,56640.625,122070.3125,3000.0
78125.0,46875.0,42968.75,3000.0
72265.625,42968.75,12695.3125,3000.0
120117.1875,3906.25,26367.1875,3000.0
3906.25,105468.75,115234.375,3000.0
49804.6875,45898.4375,7812.5,3000.0
85937.5,5859.375,62500.0,3000.0
85937.5,40039.0625,104492.1875,3000.0
62500.0,75195.3125,52734.375,3000.0
80078.125,102539.0625,75195.3125,3000.0
109375.0,70312.5,98632.8125,3000.0
105468.75,18554.6875,59570.3125,3000.0
1953.125,112304.6875,106445.3125,3000.0
16601.5625,58593.75,20507.8125,3000.0
78125.0,37109.375,101562.5,3000.0
3906.25,107421.875,87890.625,3000.0
30273.4375,12695.3125,87890.625,3000.0
6835.9375,69335.9375,40039.0625,3000.0
105468.75,59570.3125,98632.8125,3000.0
11718.75,26367.1875,3906.25,3000.0
65429.6875,20507.8125,105468.75,3000.0
8789.0625,74218.75,30273.4375,3000.0
23437.5,57617.1875,41992.1875,3000.0
114257.8125,25390.625,19531.25,3000.0
96679.6875,36132.8125,51757.8125,3000.0
110351.5625,55664.0625,70312.5,3000.0
75195.3125,87890.625,66406.25,3000.0
100585.9375,66406.25,74218.75,3000.0
32226.5625,104492.1875,83984.375,3000.0
50781.25,71289.0625,92773.4375,3000.0
87890.625,64453.125,3906.25,3000.0
53710.9375,97656.25,64453.125,3000.0
75195.3125,70312.5,50781.25,3000.0
22460.9375,35156.25,41992.1875,3000.0
26367.1875,9765.625,121093.75,3000.0
97656.25,26367.1875,69335.9375,3000.0
90820.3125,20507.8125,73242.1875,3000.0
15625.0,118164.0625,88867.1875,3000.0
110351.5625,80078.125,108398.4375,3000.0
4882.8125,95703.125,37109.375,3000.0
39062.5,102539.0625,85937.5,3000.0
72265.625,106445.3125,26367.1875,3000.0
116210.9375,79101.5625,85937.5,3000.0
49804.6875,83007.8125,105468.75,3000.0
68359.375,84960.9375,56640.625,3000.0
120117.1875,45898.4375,31250.0,3000.0
4882.8125,91796.875,3906.25,3000.0
68359.375,3906.25,58593.75,3000.0
48828.125,41992.1875,30273.4375,3000.0
21484.375,23437.5,52734.375,3000.0
68359.375,16601.5625,123046.875,3000.0
115234.375,104492.1875,99609.375,3000.0
123046.875,103515.625,66406.25,3000.0
21484.375,119140.625,75195.3125,3000.0
41992.1875,70312.5,27343.75,3000.0
15625.0,47851.5625,4882.8125,3000.0
66406.25,53710.9375,63476.5625,3000.0
43945.3125,122070.3125,5859.375,3000.0
48828.125,37109.375,24414.0625,3000.0
124023.4375,42968.75,5859.375,3000.0
21484.375,30273.4375,90820.3125,3000.0
16601.5625,116210.9375,69335.9375,3000.0
21484.375,99609.375,34179.6875,3000.0
7812.5,27343.75,56640.625,3000.0
41992.1875,122070.3125,24414.0625,3000.0
1953.125,52734.375,16601.5625,3000.0
55664.0625,67382.8125,84960.9375,3000.0
46875.0,124023.4375,80078.125,3000.0
19531.25,21484.375,94726.5625,3000.0
56640.625,115234.375,1953.125,3000.0
14648.4375,3906.25,29296.875,3000.0
28320.3125,78125.0,75195.3125,3000.0
97656.25,71289.0625,9765.625,3000.0
4882.8125,22460.9375,39062.5,3000.0
74218.75,73242.1875,89843.75,3000.0
121093.75,95703.125,104492.1875,3000.0
122070.3125,97656.25,113281.25,3000.0
67382.8125,20507.8125,42968.75,3000.0
2929.6875,1953.125,122070.3125,3000.0
29296.875,1953.125,83007.8125,3000.0
124023.4375,76171.875,27343.75,3000.0
92773.4375,11718.75,43945.3125,3000.0
14648.4375,17578.125,95703.125,3000.0
22460.9375,105468.75,33203.125,3000.0
64453.125,36132.8125,103515.625,3000.0
63476.5625,50781.25,104492.1875,3000.0
104492.1875,29296.875,76171.875,3000.0
16601.5625,6835.9375,94726.5625,3000.0
59570.3125,11718.75,31250.0,3000.0
82031.25,123046.875,122070.3125,3000.0
86914.0625,18554.6875,44921.875,3000.0
51757.8125,85937.5,47851.5625,3000.0
81054.6875,83007.8125,9765.625,3000.0
114257.8125,22460.9375,108398.4375,3000.0
1953.125,50781.25,43945.3125,3000.0
117187.5,55664.0625,41015.625,3000.0
65429.6875,46875.0,79101.5625,3000.0
106445.3125,18554.6875,46875.0,3000.0
123046.875,31250.0,103515.625,3000.0
67382.8125,82031.25,26367.1875,3000.0
94726.5625,39062.5,120117.1875,3000.0
24414.0625,28320.3125,113281.25,3000.0
62500.0,4882.8125,41015.625,3000.0
82031.25,77148.4375,69335.9375,3000.0
91796.875,33203.125,60546.875,3000.0
41015.625,120117.1875,60546.875,3000.0
21484.375,47851.5625,112304.6875,3000.0
38085.9375,95703.125,66406.25,3000.0
110351.5625,109375.0,102539.0625,3000.0
12695.3125,44921.875,112304.6875,3000.0
102539.0625,22460.9375,42968.75,3000.0
52734.375,70312.5,12695.3125,3000.0
79101.5625,65429.6875,51757.8125,3000.0
124023.4375,34179.6875,52734.375,3000.0
59570.3125,90820.3125,118164.0625,3000.0
96679.6875,24414.0625,96679.6875,3000.0
68359.375,119140.625,72265.625,3000.0
7812.5,4882.8125,82031.25,3000.0
31250.0,18554.6875,83984.375,3000.0
14648.4375,67382.8125,43945.3125,3000.0
107421.875,51757.8125,44921.875,3000.0
111328.125,33203.125,7812.5,3000.0
68359.375,93750.0,28320.3125,3000.0
63476.5625,122070.3125,117187.5,3000.0
96679.6875,115234.375,15625.0,3000.0
58593.75,91796.875,84960.9375,3000.0
111328.125,7812.5,111328.125,3000.0
76171.875,85937.5,103515.625,3000.0
5859.375,107421.875,96679.6875,3000.0
29296.875,35156.25,40039.0625,3000.0
31250.0,59570.3125,112304.6875,3000.0
29296.875,39062.5,116210.9375,3000.0
112304.6875,87890.625,15625.0,3000.0
24414.0625,78125.0,116210.9375,3000.0
29296.875,90820.3125,67382.8125,3000.0
104492.1875,34179.6875,62500.0,3000.0
104492.1875,95703.125,119140.625,3000.0
49804.6875,121093.75,44921.875,3000.0
12695.3125,79101.5625,24414.0625,3000.0
68359.375,3906.25,95703.125,3000.0
105468.75,122070.3125,97656.25,3000.0
2929.6875,6835.9375,75195.3125,3000.0
29296.875,9765.625,16601.5625,3000.0
0.0,72265.625,53710.9375,3000.0
51757.8125,3906.25,98632.8125,3000.0
82031.25,73242.1875,64453.125,3000.0
26367.1875,7812.5,32226.5625,3000.0
51757.8125,976.5625,41015.625,3000.0
72265.625,43945.3125,36132.8125,3000.0
61523.4375,29296.875,77148.4375,3000.0
110351.5625,87890.625,115234.375,3000.0
24414.0625,116210.9375,82031.25,3000.0
59570.3125,1953.125,49804.6875,3000.0
70312.5,43945.3125,109375.0,3000.0
71289.0625,75195.3125,51757.8125,3000.0
73242.1875,60546.875,69335.9375,3000.0
112304.6875,65429.6875,65429.6875,3000.0
9765.625,77148.4375,120117.1875,3000.0
75195.3125,46875.0,86914.0625,3000.0
101562.5,70312.5,120117.1875,3000.0
79101.5625,78125.0,20507.8125,3000.0
102539.0625,76171.875,14648.4375,3000.0
46875.0,77148.4375,99609.375,3000.0
94726.5625,83007.8125,73242.1875,3000.0
120117.1875,106445.3125,107421.875,3000.0
13671.875,21484.375,36132.8125,3000.0
57617.1875,24414.0625,22460.9375,3000.0
62500.0,2929.6875,84960.9375,3000.0
84960.9375,0.0,30273.4375,3000.0
72265.625,51757.8125,49804.6875,3000.0
50781.25,41015.625,4882.8125,3000.0
11718.75,4882.8125,108398.4375,3000.0
1953.125,94726.5625,84960.9375,3000.0
107421.875,70312.5,66406.25,3000.0
34179.6875,0.0,28320.3125,3000.0
57617.1875,9765.625,41992.1875,3000.0
4882.8125,45898.4375,76171.875,3000.0
23437.5,17578.125,122070.3125,3000.0
52734.375,21484.375,97656.25,3000.0
96679.6875,45898.4375,123046.875,3000.0
80078.125,112304.6875,62500.0,3000.0
34179.6875,45898.4375,31250.0,3000.0
121093.75,976.5625,74218.75,3000.0
16601.5625,1953.125,12695.3125,3000.0
6835.9375,81054.6875,112304.6875,3000.0
114257.8125,40039.0625,25390.625,3000.0
2929.6875,78125.0,70312.5,3000.0
122070.3125,18554.6875,83984.375,3000.0
3906.25,25390.625,14648.4375,3000.0
58593.75,108398.4375,80078.125,3000.0
66406.25,41992.1875,36132.8125,3000.0
64453.125,106445.3125,116210.9375,3000.0
27343.75,85937.5,76171.875,3000.0
95703.125,58593.75,88867.1875,3000.0
37109.375,14648.4375,73242.1875,3000.0
37109.375,1953.125,36132.8125,3000.0
37109.375,9765.625,61523.4375,3000.0
41992.1875,20507.8125,51757.8125,3000.0
104492.1875,52734.375,76171.875,3000.0
74218.75,15625.0,97656.25,3000.0
26367.1875,0.0,2929.6875,3000.0
60546.875,24414.0625,47851.5625,3000.0
26367.1875,94726.5625,41015.625,3000.0
63476.5625,8789.0625,52734.375,3000.0
101562.5,95703.125,111328.125,3000.0
85937.5,46875.0,46875.0,3000.0
17578.125,46875.0,33203.125,3000.0
24414.0625,82031.25,45898.4375,3000.0
110351.5625,42968.75,68359.375,3000.0
1953.125,23437.5,76171.875,3000.0
41015.625,20507.8125,15625.0,3000.0
73242.1875,72265.625,77148.4375,3000.0
73242.1875,26367.1875,41992.1875,3000.0
109375.0,23437.5,79101.5625,3000.0
29296.875,105468.75,99609.375,3000.0
44921.875,55664.0625,40039.0625,3000.0
21484.375,34179.6875,108398.4375,3000.0
46875.0,64453.125,101562.5,3000.0
59570.3125,100585.9375,38085.9375,3000.0
2929.6875,89843.75,41992.1875,3000.0
117187.5,34179.6875,40039.0625,3000.0
32226.5625,8789.0625,5859.375,3000.0
13671.875,47851.5625,123046.875,3000.0
92773.4375,35156.25,71289.0625,3000.0
22460.9375,12695.3125,67382.8125,3000.0
27343.75,44921.875,111328.125,3000.0
88867.1875,21484.375,79101.5625,3000.0
24414.0625,56640.625,24414.0625,3000.0
105468.75,24414.0625,51757.8125,3000.0
119140.625,1953.125,33203.125,3000.0
89843.75,122070.3125,53710.9375,3000.0
110351.5625,119140.625,122070.3125,3000.0
66406.25,43945.3125,15625.0,3000.0
123046.875,36132.8125,976.5625,3000.0
115234.375,74218.75,68359.375,3000.0
24414.0625,51757.8125,14648.4375,3000.0
46875.0,85937.5,99609.375,3000.0
62500.0,61523.4375,19531.25,3000.0
93750.0,102539.0625,90820.3125,3000.0
10742.1875,48828.125,50781.25,3000.0
73242.1875,104492.1875,99609.375,3000.0
0.0,97656.25,99609.375,3000.0
63476.5625,27343.75,110351.5625,3000.0
67382.8125,37109.375,98632.8125,3000.0
78125.0,122070.3125,74218.75,3000.0
120117.1875,124023.4375,72265.625,3000.0
64453.125,119140.625,83007.8125,3000.0
11718.75,16601.5625,78125.0,3000.0
95703.125,116210.9375,976.5625,3000.0
114257.8125,98632.8125,108398.4375,3000.0
73242.1875,57617.1875,123046.875,3000.0
65429.6875,29296.875,99609.375,3000.0
2929.6875,53710.9375,38085.9375,3000.0
10742.1875,36132.8125,37109.375,3000.0
21484.375,46875.0,6835.9375,3000.0
47851.5625,88867.1875,79101.5625,3000.0
14648.4375,81054.6875,73242.1875,3000.0
62500.0,13671.875,76171.875,3000.0
62500.0,33203.125,38085.9375,3000.0
99609.375,47851.5625,101562.5,3000.0
11718.75,92773.4375,23437.5,3000.0
105468.75,20507.8125,19531.25,3000.0
30273.4375,17578.125,5859.375,3000.0
54687.5,74218.75,39062.5,3000.0
11718.75,102539.0625,104492.1875,3000.0
46875.0,72265.625,24414.0625,3000.0
38085.9375,30273.4375,124023.4375,3000.0
76171.875,40039.0625,52734.375,3000.0
28320.3125,63476.5625,22460.9375,3000.0
122070.3125,12695.3125,124023.4375,3000.0
39062.5,99609.375,106445.3125,3000.0
21484.375,95703.125,57617.1875,3000.0
124023.4375,46875.0,26367.1875,3000.0
36132.8125,123046.875,86914.0625,3000.0
101562.5,114257.8125,77148.4375,3000.0
24414.0625,21484.375,83984.375,3000.0
17578.125,92773.4375,40039.0625,3000.0
80078.125,68359.375,67382.8125,3000.0
17578.125,54687.5,4882.8125,3000.0
89843.75,1953.125,122070.3125,3000.0
94726.5625,73242.1875,117187.5,3000.0
83984.375,99609.375,71289.0625,3000.0
97656.25,46875.0,108398.4375,3000.0
11718.75,47851.5625,27343.75,3000.0
115234.375,73242.1875,105468.75,3000.0
117187.5,9765.625,48828.125,3000.0
88867.1875,11718.75,34179.6875,3000.0
109375.0,66406.25,55664.0625,3000.0
98632.8125,68359.375,80078.125,3000.0
31250.0,4882.8125,35156.25,3000.0
106445.3125,78125.0,83984.375,3000.0
19531.25,76171.875,81054.6875,3000.0
116210.9375,9765.625,106445.3125,3000.0
117187.5,27343.75,60546.875,3000.0
32226.5625,35156.25,0.0,3000.0
105468.75,65429.6875,62500.0,3000.0
30273.4375,77148.4375,32226.5625,3000.0
20507.8125,97656.25,106445.3125,3000.0
73242.1875,113281.25,64453.125,3000.0
96679.6875,33203.125,83984.375,3000.0
51757.8125,60546.875,45898.4375,3000.0
33203.125,7812.5,121093.75,3000.0
19531.25,21484.375,39062.5,3000.0
123046.875,19531.25,32226.5625,3000.0
66406.25,62500.0,62500.0,3000.0
67382.8125,20507.8125,92773.4375,3000.0
116210.9375,11718.75,115234.375,3000.0
1953.125,54687.5,24414.0625,3000.0
50781.25,55664.0625,93750.0,3000.0
71289.0625,49804.6875,83007.8125,3000.0
112304.6875,37109.375,19531.25,3000.0
61523.4375,41015.625,10742.1875,3000.0
9765.625,70312.5,95703.125,3000.0
62500.0,95703.125,112304.6875,3000.0
14648.4375,37109.375,117187.5,3000.0
101562.5,25390.625,22460.9375,3000.0
7812.5,57617.1875,61523.4375,3000.0
15625.0,60546.875,106445.3125,3000.0
25390.625,61523.4375,113281.25,3000.0
100585.9375,58593.75,2929.6875,3000.0
36132.8125,72265.625,24414.0625,3000.0
20507.8125,111328.125,1953.125,3000.0
2929.6875,60546.875,44921.875,3000.0
53710.9375,90820.3125,99609.375,3000.0
109375.0,39062.5,57617.1875,3000.0
98632.8125,119140.625,113281.25,3000.0
40039.0625,116210.9375,101562.5,3000.0
79101.5625,117187.5,32226.5625,3000.0
90820.3125,35156.25,44921.875,3000.0
119140.625,94726.5625,11718.75,3000.0
115234.375,94726.5625,102539.0625,3000.0
109375.0,25390.625,16601.5625,3000.0
89843.75,42968.75,70312.5,3000.0
118164.0625,60546.875,4882.8125,3000.0
62500.0,89843.75,0.0,3000.0
4882.8125,28320.3125,68359.375,3000.0
110351.5625,50781.25,102539.0625,3000.0
117187.5,26367.1875,66406.25,3000.0
34179.6875,124023.4375,40039.0625,3000.0
6835.9375,105468.75,42968.75,3000.0
49804.6875,19531.25,52734.375,3000.0
10742.1875,92773.4375,33203.125,3000.0
64453.125,64453.125,70312.5,3000.0
102539.0625,30273.4375,38085.9375,3000.0
77148.4375,123046.875,84960.9375,3000.0
101562.5,112304.6875,113281.25,3000.0
51757.8125,89843.75,55664.0625,3000.0
60546.875,80078.125,86914.0625,3000.0
99609.375,53710.9375,69335.9375,3000.0
7812.5,109375.0,38085.9375,3000.0
50781.25,38085.9375,110351.5625,3000.0
21484.375,66406.25,114257.8125,3000.0
81054.6875,46875.0,88867.1875,3000.0
3906.25,51757.8125,58593.75,3000.0
31250.0,91796.875,109375.0,3000.0
46875.0,23437.5,99609.375,3000.0
92773.4375,32226.5625,4882.8125,3000.0
103515.625,13671.875,103515.625,3000.0
9765.625,84960.9375,31250.0,3000.0
63476.5625,94726.5625,63476.5625,3000.0
67382.8125,34179.6875,77148.4375,3000.0
107421.875,25390.625,41992.1875,3000.0
110351.5625,54687.5,64453.125,3000.0
73242.1875,120117.1875,65429.6875,3000.0
88867.1875,61523.4375,82031.25,3000.0
56640.625,123046.875,86914.0625,3000.0
17578.125,97656.25,70312.5,3000.0
72265.625,1953.125,83007.8125,3000.0
35156.25,19531.25,0.0,3000.0
0.0,109375.0,20507.8125,3000.0
97656.25,52734.375,117187.5,3000.0
71289.0625,10742.1875,104492.1875,3000.0
28320.3125,20507.8125,120117.1875,3000.0
107421.875,101562.5,79101.5625,3000.0
44921.875,119140.625,110351.5625,3000.0
109375.0,32226.5625,73242.1875,3000.0
15625.0,61523.4375,49804.6875,3000.0
22460.9375,5859.375,94726.5625,3000.0
78125.0,81054.6875,14648.4375,3000.0
97656.25,63476.5625,58593.75,3000.0
76171.875,42968.75,64453.125,3000.0
51757.8125,78125.0,87890.625,3000.0
38085.9375,86914.0625,66406.25,3000.0
19531.25,110351.5625,60546.875,3000.0
78125.0,45898.4375,121093.75,3000.0
42968.75,102539.0625,118164.0625,3000.0
83007.8125,72265.625,976.5625,3000.0
9765.625,4882.8125,36132.8125,3000.0
6835.9375,14648.4375,27343.75,3000.0
81054.6875,1953.125,20507.8125,3000.0
13671.875,64453.125,79101.5625,3000.0
78125.0,73242.1875,80078.125,3000.0
98632.8125,22460.9375,91796.875,3000.0
3906.25,77148.4375,38085.9375,3000.0
32226.5625,53710.9375,116210.9375,3000.0
84960.9375,4882.8125,122070.3125,3000.0
42968.75,98632.8125,41992.1875,3000.0
81054.6875,99609.375,12695.3125,3000.0
32226.5625,45898.4375,99609.375,3000.0
72265.625,96679.6875,97656.25,3000.0
121093.75,1953.125,20507.8125,3000.0
73242.1875,31250.0,99609.375,3000.0
9765.625,110351.5625,100585.9375,3000.0
63476.5625,2929.6875,104492.1875,3000.0
5859.375,65429.6875,117187.5,3000.0
115234.375,47851.5625,24414.0625,3000.0
8789.0625,72265.625,116210.9375,3000.0
27343.75,9765.625,83007.8125,3000.0
71289.0625,42968.75,45898.4375,3000.0
65429.6875,31250.0,7812.5,3000.0
57617.1875,69335.9375,15625.0,3000.0
106445.3125,13671.875,65429.6875,3000.0
15625.0,90820.3125,45898.4375,3000.0
976.5625,75195.3125,89843.75,3000.0
78125.0,52734.375,48828.125,3000.0
38085.9375,104492.1875,99609.375,3000.0
28320.3125,51757.8125,23437.5,3000.0
56640.625,78125.0,2929.6875,3000.0
118164.0625,24414.0625,38085.9375,3000.0
65429.6875,87890.625,46875.0,3000.0
111328.125,11718.75,46875.0,3000.0
5859.375,41015.625,63476.5625,3000.0
14648.4375,0.0,17578.125,3000.0
92773.4375,26367.1875,76171.875,3000.0
98632.8125,31250.0,49804.6875,3000.0
60546.875,42968.75,31250.0,3000.0
1953.125,28320.3125,56640.625,3000.0
17578.125,0.0,24414.0625,3000.0
35156.25,47851.5625,115234.375,3000.0
15625.0,112304.6875,77148.4375,3000.0
93750.0,2929.6875,56640.625,3000.0
49804.6875,124023.4375,84960.9375,3000.0
32226.5625,117187.5,31250.0,3000.0
1953.125,68359.375,111328.125,3000.0
5859.375,39062.5,12695.3125,3000.0
976.5625,32226.5625,81054.6875,3000.0
106445.3125,84960.9375,119140.625,3000.0
84960.9375,27343.75,36132.8125,3000.0
111328.125,114257.8125,79101.5625,3000.0
32226.5625,48828.125,122070.3125,3000.0
67382.8125,35156.25,108398.4375,3000.0
108398.4375,110351.5625,95703.125,3000.0
61523.4375,117187.5,119140.625,3000.0
68359.375,78125.0,45898.4375,3000.0
3906.25,19531.25,84960.9375,3000.0
46875.0,4882.8125,37109.375,2000.0
976.5625,57617.1875,66406.25,2000.0
102539.0625,62500.0,48828.125,2000.0
116210.9375,75195.3125,10742.1875,2000.0
74218.75,4882.8125,55664.0625,2000.0
34179.6875,26367.1875,45898.4375,2000.0
35156.25,72265.625,7812.5,2000.0
79101.5625,116210.9375,52734.375,2000.0
119140.625,976.5625,96679.6875,2000.0
14648.4375,67382.8125,62500.0,2000.0
117187.5,116210.9375,20507.8125,2000.0
115234.375,74218.75,6835.9375,2000.0
49804.6875,25390.625,20507.8125,2000.0
47851.5625,83984.375,78125.0,2000.0
113281.25,115234.375,59570.3125,2000.0
116210.9375,11718.75,75195.3125,2000.0
56640.625,58593.75,85937.5,2000.0
121093.75,62500.0,93750.0,2000.0
115234.375,71289.0625,3906.25,2000.0
115234.375,30273.4375,56640.625,2000.0
33203.125,70312.5,15625.0,2000.0
16601.5625,79101.5625,37109.375,2000.0
51757.8125,112304.6875,32226.5625,2000.0
21484.375,44921.875,35156.25,2000.0
85937.5,16601.5625,12695.3125,2000.0
79101.5625,61523.4375,84960.9375,2000.0
7812.5,49804.6875,100585.9375,2000.0
100585.9375,74218.75,67382.8125,2000.0
87890.625,33203.125,69335.9375,2000.0
24414.0625,976.5625,104492.1875,2000.0
110351.5625,121093.75,41015.625,2000.0
35156.25,71289.0625,11718.75,2000.0
37109.375,24414.0625,47851.5625,2000.0
13671.875,6835.9375,123046.875,2000.0
115234.375,13671.875,79101.5625,2000.0
98632.8125,122070.3125,32226.5625,2000.0
76171.875,44921.875,9765.625,2000.0
104492.1875,120117.1875,31250.0,2000.0
24414.0625,77148.4375,18554.6875,2000.0
124023.4375,0.0,66406.25,2000.0
117187.5,45898.4375,14648.4375,2000.0
72265.625,75195.3125,102539.0625,2000.0
37109.375,69335.9375,7812.5,2000.0
37109.375,18554.6875,29296.875,2000.0
101562.5,90820.3125,114257.8125,2000.0
70312.5,10742.1875,119140.625,2000.0
37109.375,2929.6875,47851.5625,2000.0
87890.625,83984.375,88867.1875,2000.0
28320.3125,124023.4375,71289.0625,2000.0
101562.5,115234.375,103515.625,2000.0
45898.4375,106445.3125,39062.5,2000.0
85937.5,68359.375,87890.625,2000.0
24414.0625,44921.875,40039.0625,2000.0
118164.0625,42968.75,98632.8125,2000.0
15625.0,97656.25,114257.8125,2000.0
109375.0,91796.875,72265.625,2000.0
110351.5625,114257.8125,25390.625,2000.0
95703.125,7812.5,106445.3125,2000.0
47851.5625,48828.125,41015.625,2000.0
3906.25,117187.5,42968.75,2000.0
75195.3125,77148.4375,101562.5,2000.0
14648.4375,87890.625,113281.25,2000.0
53710.9375,115234.375,27343.75,2000.0
11718.75,122070.3125,60546.875,2000.0
56640.625,59570.3125,116210.9375,2000.0
32226.5625,102539.0625,44921.875,2000.0
63476.5625,82031.25,6835.9375,2000.0
56640.625,75195.3125,64453.125,2000.0
108398.4375,114257.8125,2929.6875,2000.0
79101.5625,41992.1875,42968.75,2000.0
14648.4375,81054.6875,2929.6875,2000.0
5859.375,36132.8125,75195.3125,2000.0
38085.9375,115234.375,95703.125,2000.0
72265.625,52734.375,86914.0625,2000.0
11718.75,39062.5,122070.3125,2000.0
90820.3125,107421.875,16601.5625,2000.0
41992.1875,100585.9375,99609.375,2000.0
18554.6875,111328.125,25390.625,2000.0
101562.5,61523.4375,60546.875,2000.0
110351.5625,57617.1875,121093.75,2000.0
19531.25,11718.75,49804.6875,2000.0
41015.625,75195.3125,46875.0,2000.0
54687.5,119140.625,17578.125,2000.0
69335.9375,100585.9375,9765.625,2000.0
39062.5,32226.5625,32226.5625,2000.0
13671.875,24414.0625,114257.8125,2000.0
976.5625,99609.375,37109.375,2000.0
39062.5,122070.3125,20507.8125,2000.0
50781.25,83007.8125,114257.8125,2000.0
81054.6875,81054.6875,88867.1875,2000.0
77148.4375,93750.0,19531.25,2000.0
105468.75,104492.1875,101562.5,2000.0
14648.4375,99609.375,108398.4375,2000.0
35156.25,23437.5,43945.3125,2000.0
54687.5,123046.875,27343.75,2000.0
52734.375,42968.75,25390.625,2000.0
77148.4375,13671.875,79101.5625,2000.0
101562.5,116210.9375,107421.875,2000.0
69335.9375,42968.75,20507.8125,2000.0
7812.5,7812.5,32226.5625,2000.0
37109.375,89843.75,59570.3125,2000.0
116210.9375,71289.0625,0.0,2000.0
110351.5625,114257.8125,103515.625,2000.0
43945.3125,123046.875,12695.3125,2000.0
92773.4375,70312.5,20507.8125,2000.0
26367.1875,55664.0625,112304.6875,2000.0
114257.8125,66406.25,41015.625,2000.0
113281.25,41992.1875,79101.5625,2000.0
62500.0,78125.0,5859.375,2000.0
29296.875,110351.5625,65429.6875,2000.0
19531.25,14648.4375,46875.0,2000.0
97656.25,65429.6875,14648.4375,2000.0
108398.4375,122070.3125,15625.0,2000.0
82031.25,31250.0,37109.375,2000.0
98632.8125,112304.6875,66406.25,2000.0
99609.375,62500.0,50781.25,2000.0
26367.1875,114257.8125,68359.375,2000.0
79101.5625,22460.9375,92773.4375,2000.0
96679.6875,35156.25,122070.3125,2000.0
46875.0,81054.6875,76171.875,2000.0
91796.875,38085.9375,92773.4375,2000.0
40039.0625,9765.625,32226.5625,2000.0
18554.6875,96679.6875,119140.625,2000.0
39062.5,111328.125,100585.9375,2000.0
4882.8125,9765.625,20507.8125,2000.0
57617.1875,121093.75,19531.25,2000.0
29296.875,114257.8125,58593.75,2000.0
47851.5625,112304.6875,64453.125,2000.0
57617.1875,117187.5,18554.6875,2000.0
56640.625,34179.6875,41992.1875,2000.0
5859.375,50781.25,108398.4375,2000.0
111328.125,47851.5625,39062.5,2000.0
113281.25,49804.6875,55664.0625,2000.0
22460.9375,106445.3125,98632.8125,2000.0
90820.3125,117187.5,83984.375,2000.0
84960.9375,7812.5,57617.1875,2000.0
82031.25,38085.9375,976.5625,2000.0
55664.0625,16601.5625,64453.125,2000.0
113281.25,121093.75,59570.3125,2000.0
78125.0,41015.625,93750.0,2000.0
5859.375,6835.9375,47851.5625,2000.0
102539.0625,100585.9375,72265.625,2000.0
119140.625,48828.125,90820.3125,2000.0
95703.125,115234.375,114257.8125,2000.0
102539.0625,37109.375,53710.9375,2000.0
